pair,window_bins,window_ms,n_animals,ifi_naive,ifi_expert,delta,t,p
CA1-SUB,2,20,4,-0.07693155997264932,0.18513411517146672,0.26206567514411605,1.373758643807548,0.2631696796947419
CA1-SUB,3,30,4,-0.17561664794806586,0.09981076253490226,0.2754274104829681,1.2247410408417618,0.3080692607449992
CA1-SUB,4,40,4,-0.3002803216183384,-0.05369182838246908,0.2465884932358693,1.1786487855964238,0.3235108110719959
CA1-SUB,5,50,4,-0.31751337450622347,-0.12731042953477614,0.19020294497144732,1.163869937203569,0.3286265171129922
CA1-SUB,6,60,4,-0.31685883411871574,-0.1522428411279065,0.1646159929908092,1.1283985452560363,0.3412390752330855
CA1-SUB,7,70,4,-0.2983610265671598,-0.15343376225626196,0.1449272643108978,1.1582276788251846,0.33060102783759476
CA1-SUB,8,80,4,-0.21297355338597632,-0.1517268616184329,0.06124669176754342,0.8041383198611229,0.48013631549396224
CA1-SUB,9,90,4,-0.18600787562865714,-0.1311677287256229,0.05484014690303422,0.8461402475372632,0.459626221583391
CA1-SUB,10,100,4,-0.1245453414737942,-0.10104294516289672,0.023502396310897494,0.5480671405600613,0.6217931353578685
CA1-SUB,11,110,4,-0.08392854213604199,-0.08652066510678111,-0.002592122970739106,-0.05814501302744629,0.9572893789095558
CA1-SUB,12,120,4,-0.06542951621063504,-0.06967480958335778,-0.004245293372722735,-0.12350925437815628,0.9095140804180529
CA1-SUB,13,130,4,-0.035720920921736524,-0.06180245677343115,-0.02608153585169463,-0.5820640268411092,0.6013791543861096
CA1-SUB,14,140,4,-0.002045910081405696,-0.04593301613746512,-0.04388710605605943,-1.0122493520191163,0.3859681106478445
CA1-SUB,15,150,4,-0.01605798234158362,-0.06351348117562206,-0.047455498834038434,-1.0689317300884327,0.3634697219585094
CA1-SUB,16,160,4,-0.050450381434162805,-0.07274700180934605,-0.02229662037518325,-0.6389452821497268,0.5682981839933168
CA1-SUB,17,170,4,-0.06701892477641111,-0.0689860519986674,-0.001967127222256306,-0.11887587384114653,0.9128869910186574
CA1-SUB,18,180,4,-0.058227873329360316,-0.07888339259909757,-0.02065551926973726,-0.5075931058667967,0.646703074983406
CA1-SUB,19,190,4,-0.07099330537390967,-0.07610941216378812,-0.005116106789878443,-0.14794675270524651,0.8917691210861867
CA1-SUB,20,200,4,-0.07936301550406458,-0.0599713452972446,0.019391670206819967,0.807516727042125,0.4784580097956124
CA1-SUB,21,210,4,-0.07879942470406713,-0.04883302539492016,0.029966399309146987,1.7529159865172004,0.17790141184159305
CA1-SUB,22,220,4,-0.06828433603130565,-0.04339465340827414,0.02488968262303151,1.1559450175187738,0.3314032312705568
