animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,rot_x,rot_y,jac_x,jac_y,sh_x,sh_y
34,1,CA1-CA3,28.0,0.36,0.2905,-20.0,8000,0.194,3,0.0514,-0.0276,0,0.9504,0.4361,0.4802,0.4417,75.53,40.9,0.5,1.0,53.13,66.38
34,1,CA1-CA3,33.0,0.4267,0.386,-15.0,8000,0.3788,2,0.0853,-0.0081,0,0.9338,0.1548,0.4738,0.5057,66.4,75.68,0.5,0.3333,74.47,89.05
34,1,CA1-CA3,38.0,0.4933,0.5303,-10.0,8000,0.2969,1,0.0461,0.0106,0,0.9052,0.1488,0.4354,0.4571,79.73,29.14,0.3333,0.3333,87.85,87.87
34,1,CA1-CA3,43.0,0.56,0.5344,-5.0,8000,0.3141,1,0.0519,0.0281,0,0.932,0.0563,0.4746,0.4577,79.87,24.34,0.2,0.0,80.95,87.14
34,1,CA1-CA3,48.0,0.6267,0.5781,0.0,8000,0.4001,2,0.0993,-0.0051,0,0.8907,0.1069,0.4311,0.4739,77.87,34.69,0.3333,0.0,89.94,89.42
34,1,CA1-CA3,53.0,0.6933,0.6539,5.0,6000,0.4069,2,0.1018,0.0013,0,0.2898,0.1727,0.5164,0.4528,88.3,29.18,0.2,0.3333,82.36,77.38
34,1,CA1-CA3,58.0,0.76,0.8361,10.0,6000,0.338,3,0.1166,-0.0099,0,0.9086,0.1154,0.4504,0.4652,89.56,33.63,0.3333,0.3333,40.07,64.36
34,1,CA1-CA3,63.0,0.8267,0.908,15.0,6000,0.4116,2,0.1103,-0.017,0,0.899,0.1744,0.3687,0.3987,52.43,24.31,0.7143,0.3333,83.91,52.06
34,1,CA1-CA3,68.0,0.8933,0.9141,20.0,6000,0.3836,3,0.1044,-0.0022,0,0.2708,0.1631,0.5074,0.445,89.8,41.14,0.0909,0.3333,63.36,59.12
34,1,CA1-V1,8.0,0.0933,0.1333,-40.0,6000,0.1662,0,0.0,0.0228,0,0.8856,0.401,0.2094,0.2038,nan,nan,,,82.18,77.79
34,1,CA1-V1,13.0,0.16,0.2667,-35.0,6000,0.2142,0,0.0,0.0304,4,0.29,0.3747,0.1853,0.1878,89.74,77.95,0.5,0.4857,78.23,73.24
34,1,CA1-V1,18.0,0.2267,0.3171,-30.0,6000,0.1094,1,0.0417,-0.0031,8,0.3973,0.3057,0.2004,0.1844,65.46,62.2,0.5,0.3,89.23,81.4
34,1,CA1-V1,23.0,0.2933,0.3068,-25.0,6000,0.0917,0,0.0,0.0025,9,0.5049,0.2758,0.2234,0.1883,65.21,89.15,0.7143,0.3333,86.68,81.87
34,1,CA1-V1,28.0,0.36,0.2905,-20.0,8000,0.0754,0,0.0,-0.0,-7,0.9357,0.2783,0.176,0.1663,89.95,84.69,0.5,0.3333,86.71,88.45
34,1,CA1-V1,33.0,0.4267,0.386,-15.0,8000,0.0826,0,0.0,-0.0335,-3,0.9731,0.2941,0.1696,0.1854,57.36,72.78,0.5,0.3,89.2,78.92
34,1,CA1-V1,38.0,0.4933,0.5303,-10.0,8000,0.0961,0,0.0,-0.0036,2,0.925,0.2816,0.1669,0.184,88.94,62.9,0.7143,0.3,80.37,76.13
34,1,CA1-V1,43.0,0.56,0.5344,-5.0,8000,0.0824,0,0.0,-0.0808,-2,0.979,0.2544,0.2024,0.1991,81.51,87.94,0.5,0.1818,71.9,81.66
34,1,CA1-V1,48.0,0.6267,0.5781,0.0,8000,0.2622,1,0.0356,-0.0101,-9,0.9231,0.2956,0.1957,0.2161,76.63,77.42,0.5,0.2093,81.95,66.88
34,1,CA1-V1,53.0,0.6933,0.6539,5.0,6000,0.378,1,0.0771,-0.0023,-10,0.9189,0.344,0.4722,0.4307,57.19,85.55,0.5,0.3333,61.75,86.36
34,1,CA1-V1,58.0,0.76,0.8361,10.0,6000,0.3425,1,0.0624,-0.0113,-7,0.9071,0.2997,0.1688,0.2282,50.61,63.81,0.7143,0.4444,50.32,72.55
34,1,CA1-V1,63.0,0.8267,0.908,15.0,6000,0.1609,0,0.0,-0.0203,-9,0.9125,0.2689,0.1529,0.198,50.57,50.29,0.7143,0.3684,85.98,86.89
34,1,CA1-V1,68.0,0.8933,0.9141,20.0,6000,0.2855,0,0.0,-0.0186,-8,0.9081,0.3502,0.3462,0.3042,54.05,62.94,0.7143,0.2683,62.34,68.8
36,1,CA1-V1,8.0,0.0909,0.1331,-20.0,8000,0.0438,0,0.0,0.0042,6,0.3155,0.0753,0.1694,0.1031,nan,nan,,,84.4,74.57
36,1,CA1-V1,13.0,0.1558,0.1783,-15.0,6000,0.1779,0,0.0,-0.006,-5,0.421,0.0809,0.2919,0.1573,82.63,73.6,0.3333,0.5556,80.11,84.87
36,1,CA1-V1,18.0,0.2208,0.2431,-10.0,6000,0.1216,0,0.0,0.0259,2,0.3182,0.0848,0.2114,0.134,87.79,82.19,0.4545,0.75,87.02,78.43
36,1,CA1-V1,23.0,0.2857,0.363,-5.0,8000,0.0836,0,0.0,-0.0051,-7,0.2351,0.0856,0.1458,0.1146,82.31,83.16,0.4545,0.4,88.61,84.67
36,1,CA1-V1,28.0,0.3506,0.4762,0.0,6000,0.1152,0,0.0,0.0135,3,0.2718,0.0721,0.1581,0.1204,84.59,79.84,0.2308,0.5556,84.9,68.33
36,1,CA1-V1,33.0,0.4156,0.5918,5.0,6000,0.1663,0,0.0,0.0237,10,0.2464,0.0768,0.2126,0.1204,82.81,75.04,0.3333,0.75,81.21,83.98
36,1,CA1-V1,38.0,0.4805,0.6141,10.0,6000,0.0776,0,0.0,-0.017,-9,0.2029,0.1068,0.1924,0.1439,74.97,64.04,0.2308,0.5556,86.28,88.1
36,1,CA1-V1,43.0,0.5455,0.7146,15.0,6000,0.0705,0,0.0,-0.0092,-5,0.1671,0.0971,0.1257,0.1335,77.86,77.8,0.2308,0.4,85.9,80.31
36,1,CA1-V1,48.0,0.6104,0.7232,20.0,8000,0.0919,0,0.0,0.0111,2,0.1736,0.0612,0.1371,0.0942,86.51,89.46,0.2308,0.4,75.16,89.98
36,1,CA1-V1,53.0,0.6753,0.8064,25.0,6000,0.0854,0,0.0,-0.0075,-10,0.2584,0.0699,0.1384,0.1038,86.63,89.9,0.6,0.2727,84.97,79.56
36,1,CA1-V1,58.0,0.7403,0.7996,30.0,8000,0.1111,0,0.0,-0.0293,-8,0.2226,0.0603,0.1673,0.1332,75.03,54.21,0.3333,0.4,86.89,73.13
36,1,CA1-V1,63.0,0.8052,0.895,35.0,8000,0.1253,0,0.0,0.0041,0,0.206,0.0809,0.1418,0.1219,73.42,70.43,0.3333,0.75,85.61,89.06
