animal,learner,pair,dim,ordinal,trial_id,matched,r0,sig,p_perdim,r_frozen,n_bins,n_gaps,vel_mean,vel_median,n_fit_trials
28,1,CA1-CA3,4,9,9,2,0.00341,1,0.00498,0.08305,2612,1,23.327,24.396,127
28,1,CA1-CA3,5,9,9,2,-0.0117,1,0.00498,0.04775,2612,1,23.327,24.396,127
28,1,CA1-CA3,6,9,9,2,-0.01063,1,0.00498,0.04194,2612,1,23.327,24.396,127
28,1,CA1-CA3,7,9,9,2,0.00132,1,0.00498,0.03915,2612,1,23.327,24.396,127
28,1,CA1-CA3,8,9,9,2,0.01528,1,0.00498,0.03066,2612,1,23.327,24.396,127
28,1,CA1-CA3,9,9,9,2,0.0004,1,0.00498,0.02517,2612,1,23.327,24.396,127
28,1,CA1-CA3,10,9,9,2,-0.01732,1,0.00498,0.02193,2612,1,23.327,24.396,127
28,1,CA1-CA3,1,10,10,0,0.17264,1,0.00498,0.22234,3121,5,20.047,20.052,127
28,1,CA1-CA3,2,10,10,0,0.22646,1,0.00498,0.17727,3121,5,20.047,20.052,127
28,1,CA1-CA3,3,10,10,0,0.02284,1,0.00498,0.0911,3121,5,20.047,20.052,127
28,1,CA1-CA3,4,10,10,0,0.03814,1,0.00498,0.08305,3121,5,20.047,20.052,127
28,1,CA1-CA3,5,10,10,0,0.03112,1,0.00498,0.04775,3121,5,20.047,20.052,127
28,1,CA1-CA3,6,10,10,0,-0.04372,1,0.00498,0.04194,3121,5,20.047,20.052,127
28,1,CA1-CA3,7,10,10,0,-0.00974,1,0.00498,0.03915,3121,5,20.047,20.052,127
28,1,CA1-CA3,8,10,10,0,0.01534,1,0.00498,0.03066,3121,5,20.047,20.052,127
28,1,CA1-CA3,9,10,10,0,0.00707,1,0.00498,0.02517,3121,5,20.047,20.052,127
28,1,CA1-CA3,10,10,10,0,0.01424,1,0.00498,0.02193,3121,5,20.047,20.052,127
28,1,CA1-CA3,1,10,10,2,0.18132,1,0.00498,0.22234,2612,5,21.246,21.762,127
28,1,CA1-CA3,2,10,10,2,0.22541,1,0.00498,0.17727,2612,5,21.246,21.762,127
28,1,CA1-CA3,3,10,10,2,0.01478,1,0.00498,0.0911,2612,5,21.246,21.762,127
28,1,CA1-CA3,4,10,10,2,0.04246,1,0.00498,0.08305,2612,5,21.246,21.762,127
28,1,CA1-CA3,5,10,10,2,0.03331,1,0.00498,0.04775,2612,5,21.246,21.762,127
28,1,CA1-CA3,6,10,10,2,-0.04481,1,0.00498,0.04194,2612,5,21.246,21.762,127
28,1,CA1-CA3,7,10,10,2,-0.01708,1,0.00498,0.03915,2612,5,21.246,21.762,127
28,1,CA1-CA3,8,10,10,2,0.01695,1,0.00498,0.03066,2612,5,21.246,21.762,127
28,1,CA1-CA3,9,10,10,2,0.00351,1,0.00498,0.02517,2612,5,21.246,21.762,127
28,1,CA1-CA3,10,10,10,2,0.00231,1,0.00498,0.02193,2612,5,21.246,21.762,127
28,1,CA1-DG,1,1,1,0,0.28896,1,0.00498,0.23073,2626,3,19.131,19.779,127
28,1,CA1-DG,2,1,1,0,0.13224,1,0.00498,0.15849,2626,3,19.131,19.779,127
28,1,CA1-DG,3,1,1,0,0.14278,1,0.00498,0.10081,2626,3,19.131,19.779,127
28,1,CA1-DG,4,1,1,0,0.02658,1,0.00498,0.06686,2626,3,19.131,19.779,127
28,1,CA1-DG,5,1,1,0,-0.00198,1,0.00498,0.04764,2626,3,19.131,19.779,127
28,1,CA1-DG,6,1,1,0,0.0215,1,0.00498,0.04273,2626,3,19.131,19.779,127
28,1,CA1-DG,7,1,1,0,9e-05,1,0.00498,0.03307,2626,3,19.131,19.779,127
28,1,CA1-DG,8,1,1,0,0.00675,1,0.00498,0.03024,2626,3,19.131,19.779,127
28,1,CA1-DG,9,1,1,0,-0.02497,1,0.00498,0.02007,2626,3,19.131,19.779,127
28,1,CA1-DG,10,1,1,0,0.03077,1,0.00498,0.01904,2626,3,19.131,19.779,127
28,1,CA1-DG,1,1,1,1,0.28896,1,0.00498,0.23073,2626,3,19.131,19.779,127
28,1,CA1-DG,2,1,1,1,0.13224,1,0.00498,0.15849,2626,3,19.131,19.779,127
28,1,CA1-DG,3,1,1,1,0.14278,1,0.00498,0.10081,2626,3,19.131,19.779,127
28,1,CA1-DG,4,1,1,1,0.02658,1,0.00498,0.06686,2626,3,19.131,19.779,127
28,1,CA1-DG,5,1,1,1,-0.00198,1,0.00498,0.04764,2626,3,19.131,19.779,127
28,1,CA1-DG,6,1,1,1,0.0215,1,0.00498,0.04273,2626,3,19.131,19.779,127
28,1,CA1-DG,7,1,1,1,9e-05,1,0.00498,0.03307,2626,3,19.131,19.779,127
28,1,CA1-DG,8,1,1,1,0.00675,1,0.00498,0.03024,2626,3,19.131,19.779,127
28,1,CA1-DG,9,1,1,1,-0.02497,1,0.00498,0.02007,2626,3,19.131,19.779,127
28,1,CA1-DG,10,1,1,1,0.03077,1,0.00498,0.01904,2626,3,19.131,19.779,127
28,1,CA1-DG,1,1,1,2,0.28988,1,0.00498,0.23073,2612,3,19.1,19.722,127
28,1,CA1-DG,2,1,1,2,0.13185,1,0.00498,0.15849,2612,3,19.1,19.722,127
28,1,CA1-DG,3,1,1,2,0.14248,1,0.00498,0.10081,2612,3,19.1,19.722,127
28,1,CA1-DG,4,1,1,2,0.0248,1,0.00498,0.06686,2612,3,19.1,19.722,127
28,1,CA1-DG,5,1,1,2,-0.00213,1,0.00498,0.04764,2612,3,19.1,19.722,127
28,1,CA1-DG,6,1,1,2,0.02116,1,0.00498,0.04273,2612,3,19.1,19.722,127
28,1,CA1-DG,7,1,1,2,-0.00057,1,0.00498,0.03307,2612,3,19.1,19.722,127
28,1,CA1-DG,8,1,1,2,0.00627,1,0.00498,0.03024,2612,3,19.1,19.722,127
28,1,CA1-DG,9,1,1,2,-0.02294,1,0.00498,0.02007,2612,3,19.1,19.722,127
28,1,CA1-DG,10,1,1,2,0.0354,1,0.00498,0.01904,2612,3,19.1,19.722,127
28,1,CA1-DG,1,2,2,0,0.30931,1,0.00498,0.23073,2822,0,22.195,23.81,127
28,1,CA1-DG,2,2,2,0,0.15652,1,0.00498,0.15849,2822,0,22.195,23.81,127
28,1,CA1-DG,3,2,2,0,0.11981,1,0.00498,0.10081,2822,0,22.195,23.81,127
28,1,CA1-DG,4,2,2,0,-0.00618,1,0.00498,0.06686,2822,0,22.195,23.81,127
28,1,CA1-DG,5,2,2,0,0.00063,1,0.00498,0.04764,2822,0,22.195,23.81,127
28,1,CA1-DG,6,2,2,0,0.04758,1,0.00498,0.04273,2822,0,22.195,23.81,127
28,1,CA1-DG,7,2,2,0,0.01929,1,0.00498,0.03307,2822,0,22.195,23.81,127
28,1,CA1-DG,8,2,2,0,0.03253,1,0.00498,0.03024,2822,0,22.195,23.81,127
28,1,CA1-DG,9,2,2,0,0.03676,1,0.00498,0.02007,2822,0,22.195,23.81,127
28,1,CA1-DG,10,2,2,0,0.00366,1,0.00498,0.01904,2822,0,22.195,23.81,127
28,1,CA1-DG,1,2,2,1,0.30719,1,0.00498,0.23073,2626,0,22.102,23.822,127
