animal,area,epoch,n_units,n_partners,rho_pooled,rho_pooled_ratepart,rho_pooled_tune,rho_pooled_tune_ratepart,rho_pooled_tomrel,rho_pooled_tomrel_ratepart
75,RSC,intermediate,196,3,0.5689137534891902,0.38596536146532123,0.4061923303528983,0.09835595652399709,0.5384527877886511,0.3107606208972816
75,RSC,naive,196,3,0.5503663758877733,0.3548673928851112,0.43381108880967506,0.10727009281302802,0.469956132033729,0.22339451968071425
75,SUB,expert,38,2,0.464711675237991,0.43167029922296973,0.4196301564722617,0.3785808257066359,0.410219936535726,0.36954682365525915
75,SUB,intermediate,38,2,0.4056242477295109,0.35450142994039546,0.3338439654229128,0.24634444494974067,0.3520078783236678,0.2957140848014953
75,SUB,naive,38,2,0.3712660028449502,0.3629894802375341,0.13622934675566256,0.11341057517172864,0.18349928876244667,0.17001483167321998
75,V1,expert,63,2,0.34077380952380953,0.18521300773852195,0.2997909899020423,0.07926826122459109,0.2995871735791091,0.14326907385748544
75,V1,intermediate,63,2,-0.09053379416282643,-0.2786964948178201,0.2159178187403994,0.02823798588603274,-0.09965437788018434,-0.26479446511538496
75,V1,naive,63,2,0.1620103686635945,0.20499685245504007,-0.09379800307219663,-0.076951297552794,0.08064516129032259,0.10814841959259096
77,CA1,expert,9,4,-0.18333333333333335,-0.3584707256077526,0.11666666666666665,-0.44990149015158315,-0.13333333333333333,-0.41648545859320896
77,CA1,intermediate,9,4,0.39999999999999997,0.2857738033247041,0.38333333333333336,0.04139210893269464,0.5333333333333333,0.6455151995346224
77,CA1,naive,9,4,-0.41666666666666663,0.2603184715524968,-0.8333333333333333,-0.4360887051407551,-0.6,0.3097471809828175
77,DG,expert,5,1,-0.49999999999999994,-0.14002800840280105,-0.8999999999999998,-0.8673649643743679,-0.49999999999999994,-0.14002800840280105
77,DG,intermediate,5,1,0.3,0.313131313131313,-0.19999999999999998,-0.6686573150705389,0.19999999999999998,0.17588161767036192
77,DG,naive,5,1,-0.3,0.4632808229131882,-0.3,0.4632808229131882,-0.3,0.4632808229131882
77,RSC,expert,225,3,0.39048550813256705,0.26628729130514606,0.4027160289360237,0.1915261826624862,0.3731777100611181,0.22934768877678066
77,RSC,intermediate,225,3,0.5542543961810016,0.44062307683838925,0.4789431803412284,0.2859703422672861,0.48743046776232624,0.34853820303678745
77,RSC,naive,225,3,0.5287337177023277,0.31199196989172573,0.538326523191994,0.26872121303837615,0.5393120522545302,0.32273820937303366
77,SUB,expert,6,2,0.09999999999999999,-0.10482848367219197,0.09999999999999999,-0.4088381597072998,0.6,0.03770346696991525
77,SUB,intermediate,6,2,0.3142857142857143,-0.49329338226396247,0.09999999999999999,0.08883363181483758,0.3142857142857143,-0.49329338226396247
77,SUB,naive,6,2,0.5428571428571429,0.4609772228646444,-0.3,-0.4522670168666453,0.7714285714285715,0.7191949522280761
77,V1,expert,12,2,-0.8671328671328673,-0.8455638207534475,-0.5734265734265735,-0.6636120496050029,-0.8251748251748254,-0.7962050076299272
77,V1,intermediate,12,2,0.5174825174825175,0.5084503307469663,0.5314685314685316,0.7823222028906625,0.5664335664335665,0.5617170185318714
77,V1,naive,12,2,0.2027972027972028,0.3012360077392925,0.1258741258741259,0.4325926437675787,0.1958041958041958,0.2933609164949197
