animal,learner,pair,bin,dim,cc,sig,ifi
34,1,CA1-V1,1,15,-0.0036,0,0.0152
34,1,CA1-V1,1,16,-0.0315,0,0.0275
34,1,CA1-V1,1,17,0.0182,0,0.0417
34,1,CA1-V1,1,18,-0.0223,0,0.0189
34,1,CA1-V1,1,19,0.0056,0,0.0794
34,1,CA1-V1,1,20,0.0217,0,0.1002
34,1,CA1-V1,2,1,0.0989,0,0.0152
34,1,CA1-V1,2,2,0.1475,0,0.0174
34,1,CA1-V1,2,3,0.03,0,0.0317
34,1,CA1-V1,2,4,0.0477,0,-0.0028
34,1,CA1-V1,2,5,0.0343,0,0.0043
34,1,CA1-V1,2,6,0.0198,0,-0.0057
34,1,CA1-V1,2,7,0.0146,0,0.0076
34,1,CA1-V1,2,8,0.0248,0,0.0032
