metric,pair,matched,window_bins,mean,sem,count
ifi_cc1,CA1-CA3,2,19,-0.1438408724379205,0.07178092280630367,7
ifi_cc1,CA1-CA3,2,20,-0.14865047249090835,0.07413204266101915,7
ifi_cc1,CA1-CA3,2,21,-0.15115108872776398,0.07528648691703778,7
ifi_cc1,CA1-CA3,2,22,-0.15439322129812932,0.07865426932323309,7
ifi_cc1,CA1-CA3,2,23,-0.1540664327729226,0.07862043446700633,7
ifi_cc1,CA1-CA3,2,24,-0.14030026010891547,0.08004042512439187,7
ifi_cc1,CA1-CA3,2,25,-0.12461260083678481,0.08243938588305107,7
ifi_cc1,CA1-DG,0,1,-0.047610607636539334,0.16174934198454222,9
ifi_cc1,CA1-DG,0,2,0.06143744352270889,0.0857938956600792,9
ifi_cc1,CA1-DG,0,3,0.09797451093107647,0.07101007342264035,10
ifi_cc1,CA1-DG,0,4,0.03072616498241652,0.11305297992314323,10
ifi_cc1,CA1-DG,0,5,0.016505219032674285,0.1200149241933814,10
ifi_cc1,CA1-DG,0,6,0.027510358820203286,0.11241572670635876,10
ifi_cc1,CA1-DG,0,7,-0.0012294548233766412,0.1332485991637387,10
ifi_cc1,CA1-DG,0,8,-0.02460118698391442,0.15371858916016054,10
ifi_cc1,CA1-DG,0,9,-0.030298354931788417,0.15570045579778996,10
ifi_cc1,CA1-DG,0,10,-0.04504905129706543,0.16341711667729422,10
ifi_cc1,CA1-DG,0,11,-0.021958886517458802,0.15516373257475788,10
ifi_cc1,CA1-DG,0,12,-0.04930447107395977,0.14160470600333486,10
ifi_cc1,CA1-DG,0,13,-0.07710930509698788,0.13217001282375904,10
ifi_cc1,CA1-DG,0,14,-0.08350222301793207,0.1302244353031209,10
ifi_cc1,CA1-DG,0,15,-0.08607059119114688,0.12956036455706377,10
ifi_cc1,CA1-DG,0,16,-0.07072754400172038,0.12397115463816435,10
ifi_cc1,CA1-DG,0,17,-0.05347533353690241,0.1211121350772743,10
ifi_cc1,CA1-DG,0,18,-0.045642607790264536,0.12234495407795139,10
ifi_cc1,CA1-DG,0,19,-0.033493840732274474,0.11422370080410842,10
ifi_cc1,CA1-DG,0,20,-0.022450995146431778,0.10705857886263506,10
ifi_cc1,CA1-DG,0,21,-0.022797778842976686,0.11014318471563937,10
ifi_cc1,CA1-DG,0,22,-0.02875859525897546,0.11676582490463117,10
ifi_cc1,CA1-DG,0,23,-0.03195369136437741,0.12024209681521436,10
ifi_cc1,CA1-DG,0,24,-0.028810765036528112,0.12286979654297439,10
ifi_cc1,CA1-DG,0,25,-0.035743770161094875,0.12883400274911633,10
ifi_cc1,CA1-DG,1,1,-0.051964574194034156,0.1875784933467769,9
ifi_cc1,CA1-DG,1,2,0.04542645568368028,0.12162328537373604,9
ifi_cc1,CA1-DG,1,3,0.1114377610777455,0.09545077387563387,10
ifi_cc1,CA1-DG,1,4,0.07092873059419166,0.10235360706536104,10
ifi_cc1,CA1-DG,1,5,0.060932372624877426,0.11026041572540954,10
ifi_cc1,CA1-DG,1,6,0.07233568272677457,0.10715433808593852,10
ifi_cc1,CA1-DG,1,7,0.04359586908319467,0.11683406220791917,10
ifi_cc1,CA1-DG,1,8,0.016876378773679895,0.13118443383516373,10
ifi_cc1,CA1-DG,1,9,0.009155188927414088,0.13601216658392704,10
ifi_cc1,CA1-DG,1,10,-0.005588893775041329,0.14635971849605656,10
ifi_cc1,CA1-DG,1,11,0.021007928530115284,0.1312749992154888,10
ifi_cc1,CA1-DG,1,12,-0.008887137154878298,0.10937361507308718,10
ifi_cc1,CA1-DG,1,13,-0.03185759051382061,0.08859572657396936,10
ifi_cc1,CA1-DG,1,14,-0.03803956256000432,0.08723645836967016,10
ifi_cc1,CA1-DG,1,15,-0.047242654692444826,0.09117641773626489,10
ifi_cc1,CA1-DG,1,16,-0.03221685868766978,0.08452346268076583,10
ifi_cc1,CA1-DG,1,17,-0.01666949606242294,0.0820635187107883,10
ifi_cc1,CA1-DG,1,18,-0.00689951288006937,0.07858507652895565,10
ifi_cc1,CA1-DG,1,19,0.02562557065748347,0.052687087898815994,10
ifi_cc1,CA1-DG,1,20,0.03763391925669063,0.04675214342815988,10
ifi_cc1,CA1-DG,1,21,0.03681838673537765,0.049078384211322684,10
ifi_cc1,CA1-DG,1,22,0.030857570319378903,0.054729710505346356,10
ifi_cc1,CA1-DG,1,23,0.027361346615341696,0.057903349587104795,10
ifi_cc1,CA1-DG,1,24,0.026737953813728992,0.059282847047266614,10
ifi_cc1,CA1-DG,1,25,0.022603000133417782,0.06134839463916601,10
ifi_cc1,CA1-DG,2,1,-0.027289070429546168,0.18229083168442348,9
ifi_cc1,CA1-DG,2,2,0.04752633025036744,0.13663494663376818,9
ifi_cc1,CA1-DG,2,3,0.11964473722935572,0.11031526502783955,10
ifi_cc1,CA1-DG,2,4,0.07719516095892097,0.12056709388498212,10
ifi_cc1,CA1-DG,2,5,0.07060787379038594,0.1269989206322119,10
ifi_cc1,CA1-DG,2,6,0.08201118389228308,0.12421312470804091,10
ifi_cc1,CA1-DG,2,7,0.06063747368198842,0.12780247176706636,10
ifi_cc1,CA1-DG,2,8,0.03391798337247366,0.1413994933134309,10
ifi_cc1,CA1-DG,2,9,0.029960319752618696,0.14374839792649277,10
ifi_cc1,CA1-DG,2,10,0.013203020865434234,0.15317395813150655,10
ifi_cc1,CA1-DG,2,11,0.03134335579947833,0.13492719431489583,10
ifi_cc1,CA1-DG,2,12,-0.01114920675946612,0.11002848886300196,10
ifi_cc1,CA1-DG,2,13,-0.03796473795327922,0.08928883874647432,10
ifi_cc1,CA1-DG,2,14,-0.04365627939634994,0.08737435516103673,10
ifi_cc1,CA1-DG,2,15,-0.049281705709118336,0.09193721208874281,10
ifi_cc1,CA1-DG,2,16,-0.029948735524539593,0.08694979418981832,10
ifi_cc1,CA1-DG,2,17,-0.012652097431950431,0.08543113554909924,10
ifi_cc1,CA1-DG,2,18,-0.004671241866301119,0.08196563908810493,10
ifi_cc1,CA1-DG,2,19,0.024643188057971693,0.05715696724573807,10
