animal,pair,dim,epoch,window_bins,window_ms,ifi,degenerate,label,sig
75,CA1-SUB,8,naive,7,70,0.222640204090457,0,FB,1
75,CA1-SUB,8,naive,8,80,0.1841030474395225,0,FB,1
75,CA1-SUB,8,naive,9,90,0.1735409652076319,0,FB,1
75,CA1-SUB,8,naive,10,100,0.19892023908991585,0,FB,1
75,CA1-SUB,8,naive,11,110,0.18634282881884717,0,FB,1
75,CA1-SUB,8,naive,12,120,0.2054083288263926,0,FB,1
75,CA1-SUB,8,naive,13,130,0.18601754036276666,0,FB,1
75,CA1-SUB,8,naive,14,140,0.1871897518014412,0,FB,1
75,CA1-SUB,8,naive,15,150,0.21059848532793288,0,FB,1
75,CA1-SUB,8,naive,16,160,0.25130673188820285,0,FB,1
75,CA1-SUB,8,naive,17,170,0.27547283778172066,0,FB,1
75,CA1-SUB,8,naive,18,180,0.3050153901864928,0,FB,1
75,CA1-SUB,8,naive,19,190,0.32240012710293575,0,FB,1
75,CA1-SUB,8,naive,20,200,0.33566409359964,0,FB,1
75,CA1-SUB,8,naive,21,210,0.3506453959499925,0,FB,1
75,CA1-SUB,8,naive,22,220,0.35628950590727076,0,FB,1
75,CA1-SUB,8,naive,23,230,0.3362943152331376,0,FB,1
75,CA1-SUB,8,naive,24,240,0.3372110963680686,0,FB,1
75,CA1-SUB,8,naive,25,250,0.3513129879347055,0,FB,1
75,CA1-SUB,9,expert,1,10,0.5734355044699871,0,FB,1
75,CA1-SUB,9,expert,2,20,0.0024410089503661228,0,FB,1
75,CA1-SUB,9,expert,3,30,-0.05810397553516828,0,FB,1
75,CA1-SUB,9,expert,4,40,0.10553983016579059,0,FB,1
75,CA1-SUB,9,expert,5,50,0.25970548862115134,0,FB,1
75,CA1-SUB,9,expert,6,60,0.19151630262741373,0,FB,1
75,CA1-SUB,9,expert,7,70,0.28996385877119824,0,FB,1
75,CA1-SUB,9,expert,8,80,0.3048448557430593,0,FB,1
75,CA1-SUB,9,expert,9,90,0.41016166281755195,0,FB,1
75,CA1-SUB,9,expert,10,100,0.41422018348623857,0,FB,1
75,CA1-SUB,9,expert,11,110,0.4423580786026201,0,FB,1
75,CA1-SUB,9,expert,12,120,0.4861167002012072,0,FB,1
75,CA1-SUB,9,expert,13,130,0.32353788533563815,0,FB,1
75,CA1-SUB,9,expert,14,140,0.33220758752673635,0,FB,1
75,CA1-SUB,9,expert,15,150,0.3153972708797058,0,FB,1
75,CA1-SUB,9,expert,16,160,0.2502989605372091,0,FB,1
75,CA1-SUB,9,expert,17,170,0.24309854442027778,0,FB,1
75,CA1-SUB,9,expert,18,180,0.19066208619612743,0,FB,1
75,CA1-SUB,9,expert,19,190,0.20234728506787322,0,FB,1
75,CA1-SUB,9,expert,20,200,0.2861300936471779,0,FB,1
75,CA1-SUB,9,expert,21,210,0.321220143192347,0,FB,1
75,CA1-SUB,9,expert,22,220,0.3311595921271046,0,FB,1
75,CA1-SUB,9,expert,23,230,0.3311595921271045,0,FB,1
75,CA1-SUB,9,expert,24,240,0.35912292660758915,0,FB,1
75,CA1-SUB,9,expert,25,250,0.41773327828241114,0,FB,1
75,CA1-SUB,9,intermediate,1,10,-0.1736256089074461,0,FB,1
75,CA1-SUB,9,intermediate,2,20,-0.1451895043731778,0,FB,1
75,CA1-SUB,9,intermediate,3,30,-0.18991823316193204,0,FB,1
75,CA1-SUB,9,intermediate,4,40,-0.08229531140657806,0,FB,1
75,CA1-SUB,9,intermediate,5,50,-0.10158710553943061,0,FB,1
75,CA1-SUB,9,intermediate,6,60,-0.029048857411608557,0,FB,1
75,CA1-SUB,9,intermediate,7,70,-0.04024372266719083,0,FB,1
75,CA1-SUB,9,intermediate,8,80,-0.04004142216085598,0,FB,1
75,CA1-SUB,9,intermediate,9,90,-0.031621591207472224,0,FB,1
75,CA1-SUB,9,intermediate,10,100,-0.00848412540597869,0,FB,1
75,CA1-SUB,9,intermediate,11,110,0.009851929579106912,0,FB,1
75,CA1-SUB,9,intermediate,12,120,0.008219464949479095,0,FB,1
75,CA1-SUB,9,intermediate,13,130,-0.009004224502112253,0,FB,1
75,CA1-SUB,9,intermediate,14,140,-0.02731190960048252,0,FB,1
75,CA1-SUB,9,intermediate,15,150,-0.030731551485464893,0,FB,1
75,CA1-SUB,9,intermediate,16,160,-0.011508872704892877,0,FB,1
75,CA1-SUB,9,intermediate,17,170,0.013200488476225502,0,FB,1
75,CA1-SUB,9,intermediate,18,180,0.05503684591539354,0,FB,1
75,CA1-SUB,9,intermediate,19,190,0.06848914018041755,0,FB,1
75,CA1-SUB,9,intermediate,20,200,0.07446231384421524,0,FB,1
75,CA1-SUB,9,intermediate,21,210,0.06516395498553576,0,FB,1
75,CA1-SUB,9,intermediate,22,220,0.0638366090608867,0,FB,1
75,CA1-SUB,9,intermediate,23,230,0.05880547070471385,0,FB,1
75,CA1-SUB,9,intermediate,24,240,0.06656179906201747,0,FB,1
75,CA1-SUB,9,intermediate,25,250,0.048797637463085373,0,FB,1
75,CA1-SUB,9,naive,1,10,0.19479463196421307,0,FB,1
75,CA1-SUB,9,naive,2,20,0.20355683729872623,0,FB,1
75,CA1-SUB,9,naive,3,30,0.13145789101203126,0,FB,1
75,CA1-SUB,9,naive,4,40,0.09441316587267222,0,FB,1
75,CA1-SUB,9,naive,5,50,0.13821738328104816,0,FB,1
75,CA1-SUB,9,naive,6,60,0.0918670478112213,0,FB,1
75,CA1-SUB,9,naive,7,70,0.1341991341991343,0,FB,1
75,CA1-SUB,9,naive,8,80,0.07473276385193482,0,FB,1
75,CA1-SUB,9,naive,9,90,0.0691936933257087,0,FB,1
75,CA1-SUB,9,naive,10,100,0.09872908203197787,0,FB,1
75,CA1-SUB,9,naive,11,110,0.14618672365433422,0,FB,1
75,CA1-SUB,9,naive,12,120,0.1454456836491872,0,FB,1
75,CA1-SUB,9,naive,13,130,0.11133320007995208,0,FB,1
75,CA1-SUB,9,naive,14,140,0.08583407387153373,0,FB,1
75,CA1-SUB,9,naive,15,150,0.06927465362673187,0,FB,1
75,CA1-SUB,9,naive,16,160,0.042153654355617826,0,FB,1
75,CA1-SUB,9,naive,17,170,0.02611132339829315,0,FB,1
75,CA1-SUB,9,naive,18,180,0.0017581356867071153,0,FB,1
75,CA1-SUB,9,naive,19,190,0.008253560193485094,0,FB,1
75,CA1-SUB,9,naive,20,200,-0.000910450673083297,0,FB,1
75,CA1-SUB,9,naive,21,210,0.00813795473360304,0,FB,1
75,CA1-SUB,9,naive,22,220,0.00695595548188492,0,FB,1
75,CA1-SUB,9,naive,23,230,-0.0019849146486701245,0,FB,1
75,CA1-SUB,9,naive,24,240,0.008467377305236761,0,FB,1
75,CA1-SUB,9,naive,25,250,0.0035772610622910052,0,FB,1
75,CA1-SUB,10,expert,1,10,-0.03382663847780127,0,FB,1
75,CA1-SUB,10,expert,2,20,-0.10109114249037227,0,FB,1
75,CA1-SUB,10,expert,3,30,-0.27771486095381903,0,FB,1
75,CA1-SUB,10,expert,4,40,-0.41426195832925755,0,FB,1
75,CA1-SUB,10,expert,5,50,-0.3315973634958092,0,FB,1
75,CA1-SUB,10,expert,6,60,-0.3147786238964889,0,FB,1
75,CA1-SUB,10,expert,7,70,-0.3185500561764532,0,FB,1
75,CA1-SUB,10,expert,8,80,-0.21710257458111967,0,FB,1
75,CA1-SUB,10,expert,9,90,-0.14581129171876503,0,FB,1
75,CA1-SUB,10,expert,10,100,-0.1049723756906077,0,FB,1
75,CA1-SUB,10,expert,11,110,-0.02598120508568273,0,FB,1
75,CA1-SUB,10,expert,12,120,0.03892674920612263,0,FB,1
75,CA1-SUB,10,expert,13,130,0.0960599153370238,0,FB,1
75,CA1-SUB,10,expert,14,140,0.055987157067912754,0,FB,1
75,CA1-SUB,10,expert,15,150,0.05912355574060592,0,FB,1
75,CA1-SUB,10,expert,16,160,0.04701179586531622,0,FB,1
75,CA1-SUB,10,expert,17,170,0.04418572672686431,0,FB,1
75,CA1-SUB,10,expert,18,180,0.010370876189663245,0,FB,1
75,CA1-SUB,10,expert,19,190,0.004007718569095955,0,FB,1
75,CA1-SUB,10,expert,20,200,0.024305698840424116,0,FB,1
75,CA1-SUB,10,expert,21,210,0.046332432702891856,0,FB,1
75,CA1-SUB,10,expert,22,220,0.06913214605822064,0,FB,1
75,CA1-SUB,10,expert,23,230,0.08587854832914109,0,FB,1
75,CA1-SUB,10,expert,24,240,0.0948168699443314,0,FB,1
75,CA1-SUB,10,expert,25,250,0.12213611859838273,0,FB,1
75,CA1-SUB,10,intermediate,1,10,0.1106259097525473,0,FB,1
75,CA1-SUB,10,intermediate,2,20,-0.026379400945874917,0,FB,1
75,CA1-SUB,10,intermediate,3,30,-0.09465081723625564,0,FB,1
75,CA1-SUB,10,intermediate,4,40,-0.06967298479483443,0,FB,1
75,CA1-SUB,10,intermediate,5,50,-0.12434801665570894,0,FB,1
75,CA1-SUB,10,intermediate,6,60,-0.13002240477968635,0,FB,1
75,CA1-SUB,10,intermediate,7,70,-0.08854677719506003,0,FB,1
75,CA1-SUB,10,intermediate,8,80,-0.12273540770510853,0,FB,1
75,CA1-SUB,10,intermediate,9,90,-0.08244373714897324,0,FB,1
75,CA1-SUB,10,intermediate,10,100,-0.07760351795836405,0,FB,1
75,CA1-SUB,10,intermediate,11,110,-0.07612392266480314,0,FB,1
75,CA1-SUB,10,intermediate,12,120,-0.07414660854549669,0,FB,1
75,CA1-SUB,10,intermediate,13,130,-0.07623760424265126,0,FB,1
75,CA1-SUB,10,intermediate,14,140,-0.07535172665814001,0,FB,1
75,CA1-SUB,10,intermediate,15,150,-0.0806581956361012,0,FB,1
75,CA1-SUB,10,intermediate,16,160,-0.11203305730264362,0,FB,1
75,CA1-SUB,10,intermediate,17,170,-0.1341603418585369,0,FB,1
75,CA1-SUB,10,intermediate,18,180,-0.13581958500854951,0,FB,1
75,CA1-SUB,10,intermediate,19,190,-0.12615448578980204,0,FB,1
75,CA1-SUB,10,intermediate,20,200,-0.11752742688550905,0,FB,1
75,CA1-SUB,10,intermediate,21,210,-0.08525967342624285,0,FB,1
75,CA1-SUB,10,intermediate,22,220,-0.07576737738464608,0,FB,1
75,CA1-SUB,10,intermediate,23,230,-0.06960688340460632,0,FB,1
75,CA1-SUB,10,intermediate,24,240,-0.0581425614456935,0,FB,1
75,CA1-SUB,10,intermediate,25,250,-0.04261961809337114,0,FB,1
75,CA1-SUB,10,naive,1,10,-0.09597197898423816,0,FB,1
75,CA1-SUB,10,naive,2,20,-0.07505360972122943,0,FB,1
75,CA1-SUB,10,naive,3,30,-0.14218333023024882,0,FB,1
75,CA1-SUB,10,naive,4,40,-0.16824450958719786,0,FB,1
