animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
77,1,CA1-SUB,1,1,702,0.0248,0.2878,3,0.4197,0.3836
77,1,CA1-SUB,4,4,676,0.0672,-0.2402,-1,0.4445,0.4463
77,1,CA1-SUB,7,7,690,0.0897,-0.5141,0,0.5192,0.5001
77,1,CA1-SUB,10,10,735,0.0397,0.0455,8,0.4987,0.4966
77,1,RSC-SUB,1,1,702,0.2872,-0.0271,0,0.4306,0.4938
77,1,RSC-SUB,4,4,676,0.186,0.0841,0,0.4334,0.6388
77,1,RSC-SUB,7,7,690,0.2379,0.0465,-1,0.4716,0.5529
77,1,RSC-SUB,10,10,735,0.2408,0.0873,0,0.472,0.5059
77,1,V1-RSC,1,1,702,0.3145,0.3071,0,0.4666,0.4452
77,1,V1-RSC,4,4,676,0.4382,0.0944,5,0.3942,0.4655
77,1,V1-RSC,7,7,690,0.5323,0.1789,2,0.5231,0.4526
77,1,V1-RSC,10,10,735,0.586,0.0812,3,0.4806,0.4569
98,0,CA1-RSC,1,1,1156,0.2217,0.0588,1,0.577,0.4617
98,0,CA1-RSC,4,4,823,0.1931,0.1402,1,0.5323,0.5223
98,0,CA1-RSC,7,7,929,0.313,0.0851,1,0.4783,0.4347
98,0,CA1-RSC,10,10,751,0.2835,0.1306,1,0.5129,0.4542
98,0,CA1-CA3,1,1,1156,0.6788,-0.1444,0,0.5967,0.5708
98,0,CA1-CA3,4,4,823,0.6342,-0.0962,0,0.6298,0.6991
98,0,CA1-CA3,7,7,929,0.6018,0.0288,0,0.5955,0.5955
98,0,CA1-CA3,10,10,751,0.6505,0.1838,0,0.5383,0.6361
100,0,CA1-RSC,1,1,787,0.2901,-0.0548,0,0.4391,0.4887
100,0,CA1-RSC,4,4,549,0.1872,0.126,0,0.4435,0.4883
100,0,CA1-RSC,7,7,467,0.1572,0.2964,0,0.4589,0.481
100,0,CA1-RSC,10,10,556,0.0853,-0.4598,0,0.4036,0.4413
100,0,CA1-DG,1,1,787,0.5979,0.0205,0,0.4743,0.5728
100,0,CA1-DG,4,4,549,0.5789,-0.0569,0,0.516,0.5567
100,0,CA1-DG,7,7,467,0.5963,-0.0253,0,0.487,0.5696
100,0,CA1-DG,10,10,556,0.5756,0.0784,0,0.5328,0.5874
100,0,CA1-V1,1,1,787,0.2546,-0.0644,0,0.4861,0.4651
100,0,CA1-V1,4,4,549,0.3136,0.0654,0,0.5087,0.4541
100,0,CA1-V1,7,7,467,0.3249,0.2532,0,0.4932,0.4672
100,0,CA1-V1,10,10,556,0.3089,-0.0629,0,0.5039,0.5001
100,0,CA1-SUB,1,1,787,0.1784,0.1965,0,0.4701,0.3817
100,0,CA1-SUB,4,4,549,0.106,-0.2903,0,0.4287,0.4082
100,0,CA1-SUB,7,7,467,0.2191,0.0618,0,0.4287,0.393
100,0,CA1-SUB,10,10,556,0.1307,0.2588,0,0.4176,0.3828
100,0,RSC-SUB,1,1,787,0.2935,0.1802,0,0.4559,0.3967
100,0,RSC-SUB,4,4,549,0.2126,0.1947,0,0.4542,0.4399
100,0,RSC-SUB,7,7,467,0.267,0.2325,0,0.4723,0.4377
100,0,RSC-SUB,10,10,556,0.2348,0.1528,0,0.463,0.4117
100,0,V1-RSC,1,1,787,0.2245,0.3151,0,0.4321,0.4545
100,0,V1-RSC,4,4,549,0.4533,0.2737,0,0.5348,0.4549
100,0,V1-RSC,7,7,467,0.3204,0.5194,0,0.4394,0.4074
100,0,V1-RSC,10,10,556,0.5026,0.4781,0,0.4574,0.4275
