animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
75,V1,intermediate,CA1-V1,V1-RSC,63,0.5790130568356374,0.9866551459293396,0.14039135046751014,0.3333333333333333,0.18787878787878787
75,V1,naive,CA1-V1,V1-RSC,63,0.8066436251920123,0.9948636712749617,0.3812061402031253,0.5238095238095238,0.3783549783549784
77,CA1,expert,CA1-DG,CA1-RSC,9,0.0,-0.03333333333333333,-0.0890870806374748,0.2,0.0
77,CA1,expert,CA1-DG,CA1-SUB,9,-0.33333333333333337,-0.19999999999999998,-0.6390644422470536,0.0,-0.2
77,CA1,expert,CA1-DG,CA1-V1,9,-0.38333333333333336,-0.016666666666666666,0.11308481979463605,0.0,-0.2
77,CA1,expert,CA1-RSC,CA1-SUB,9,-0.5833333333333334,0.39999999999999997,-0.5321443275922483,0.0,-0.2
77,CA1,expert,CA1-RSC,CA1-V1,9,-0.5833333333333334,0.9833333333333333,-0.41883872664982347,0.0,-0.2
77,CA1,expert,CA1-SUB,CA1-V1,9,0.4666666666666666,0.33333333333333337,0.39602215008912034,0.5,0.3
77,CA1,intermediate,CA1-DG,CA1-RSC,9,-0.06666666666666667,-0.15,0.10815222992729398,0.2,0.0
77,CA1,intermediate,CA1-DG,CA1-SUB,9,0.65,0.6333333333333333,0.5599496399301325,0.2,0.0
77,CA1,intermediate,CA1-DG,CA1-V1,9,0.0,-0.21666666666666667,-0.04230916140130203,0.2,0.0
77,CA1,intermediate,CA1-RSC,CA1-SUB,9,-0.33333333333333337,-0.33333333333333337,-0.26065926799131006,0.0,-0.2
77,CA1,intermediate,CA1-RSC,CA1-V1,9,0.049999999999999996,0.9833333333333333,-0.03185294946485158,0.5,0.3
77,CA1,intermediate,CA1-SUB,CA1-V1,9,-0.2333333333333333,-0.38333333333333336,-0.05110396726979809,0.0,-0.2
77,CA1,naive,CA1-DG,CA1-RSC,9,-0.2333333333333333,0.39999999999999997,-0.43236943101283115,0.2,0.0
77,CA1,naive,CA1-DG,CA1-SUB,9,-0.09999999999999999,0.38333333333333336,-0.3087653118464937,0.2,0.0
77,CA1,naive,CA1-DG,CA1-V1,9,-0.26666666666666666,0.39999999999999997,-0.5736219203230056,0.0,-0.2
77,CA1,naive,CA1-RSC,CA1-SUB,9,0.33333333333333337,0.8666666666666667,0.1800154539699548,0.5,0.3
77,CA1,naive,CA1-RSC,CA1-V1,9,0.16666666666666669,1.0,-0.4166904930682627,0.2,0.0
77,CA1,naive,CA1-SUB,CA1-V1,9,0.7333333333333334,0.8666666666666667,0.5811877117829861,0.5,0.3
77,RSC,expert,CA1-RSC,RSC-SUB,225,0.7184069313143282,0.9191666666666669,-0.17460895788516576,0.425,0.2799618320610687
77,RSC,expert,CA1-RSC,V1-RSC,225,0.8249514459290261,0.9594131900547831,-0.047683740814990244,0.52,0.3749618320610687
77,RSC,expert,RSC-SUB,V1-RSC,225,0.7521589255783033,0.9079245680573116,-0.24544706217846754,0.46153846153846156,0.31650029359953025
77,RSC,intermediate,CA1-RSC,RSC-SUB,225,0.8266780727755039,0.924095270779444,-0.2546119446363418,0.4074074074074074,0.2623692394684761
77,RSC,intermediate,CA1-RSC,V1-RSC,225,0.8083264964268437,0.9655965459325414,0.3994555351008485,0.6285714285714286,0.48353326063249724
77,RSC,intermediate,RSC-SUB,V1-RSC,225,0.624814745263071,0.9255577989663922,-0.2072324300169044,0.32558139534883723,0.18054322740990594
77,RSC,naive,CA1-RSC,RSC-SUB,225,0.8765372529263645,0.9754509060261273,0.2631912373702333,0.5833333333333334,0.43829516539440205
77,RSC,naive,CA1-RSC,V1-RSC,225,0.8447785975337574,0.9864464812473662,0.23249757087145315,0.4805194805194805,0.33548131258054925
77,RSC,naive,RSC-SUB,V1-RSC,225,0.871419116081815,0.9743025705857564,-0.05153426286456475,0.52,0.3749618320610687
77,SUB,expert,CA1-SUB,RSC-SUB,6,-0.08571428571428573,1.0,0.010917828668528737,0.0,-0.19999999999999998
77,SUB,intermediate,CA1-SUB,RSC-SUB,6,0.942857142857143,1.0,0.9372684899334994,1.0,0.8
77,SUB,naive,CA1-SUB,RSC-SUB,6,0.4285714285714286,1.0,0.2790781528257191,0.3333333333333333,0.13333333333333333
77,V1,expert,CA1-V1,V1-RSC,12,0.41958041958041964,0.3636363636363637,0.35595748974246694,0.2,0.05714285714285716
77,V1,intermediate,CA1-V1,V1-RSC,12,0.6293706293706295,0.23076923076923078,0.5843656981132951,0.2,0.05714285714285716
77,V1,naive,CA1-V1,V1-RSC,12,0.1188811188811189,0.8391608391608393,0.26851080677052747,0.2,0.05714285714285716
