pair,dim,window_bins,window_ms,n_animals,mean_ifi,t,p
RSC-SUB,3,4,40,7,-0.030551607968539445,-0.4144442077131983,0.6929580217471946
RSC-SUB,3,5,50,7,-0.016850156691853364,-0.24968552343153774,0.8111591401649816
RSC-SUB,3,6,60,7,-0.002448908991613291,-0.03755031715682328,0.9712644041770371
RSC-SUB,3,7,70,7,-0.011696024312624132,-0.17141113799647748,0.8695353709087278
RSC-SUB,3,8,80,7,0.01121343216082785,0.19536252260969708,0.8515570691973413
RSC-SUB,3,9,90,7,0.02375399605678063,0.44902398389187637,0.6691771505862047
RSC-SUB,3,10,100,7,0.03008532460732492,0.4290679038203014,0.682852209172667
RSC-SUB,3,11,110,7,-0.006965446716826166,-0.11377331194047828,0.9131290141198752
RSC-SUB,3,12,120,7,-0.008366405567566088,-0.13837848613147744,0.8944687355378227
RSC-SUB,3,13,130,7,-0.008834148304965308,-0.14429338765165636,0.8899934556004763
RSC-SUB,3,14,140,7,-0.010883358253724986,-0.1760142126224103,0.8660732069357058
RSC-SUB,3,15,150,7,-0.007513567559378201,-0.12121612241745953,0.9074774567275393
RSC-SUB,3,16,160,7,0.007104205310863373,0.11709041205920104,0.9106095270705082
RSC-SUB,3,17,170,7,0.003212886305759947,0.053308202219143466,0.9592169413019928
RSC-SUB,3,18,180,7,0.024606632304922164,0.42824356036241656,0.6834199923552859
RSC-SUB,3,19,190,7,0.016825875631317468,0.2767570917362415,0.7912536332880576
RSC-SUB,3,20,200,7,0.013464744574911394,0.23789943246137615,0.8198749904719294
RSC-SUB,3,21,210,7,0.01744626088096689,0.2969623225825362,0.7765075453755216
RSC-SUB,3,22,220,7,0.03192370445369722,0.5123112207129572,0.6267391716474033
RSC-SUB,3,23,230,7,0.04561693607668744,0.7083590628573925,0.5052973985957936
RSC-SUB,3,24,240,7,0.041812478857217894,0.6655053039560628,0.5304640811419981
RSC-SUB,3,25,250,7,0.04933872284720594,0.8613965277138564,0.42210417588036486
RSC-SUB,4,1,10,7,-0.15121840453171845,-0.5125958260124845,0.6265516486413041
RSC-SUB,4,2,20,7,-0.0065887123939626846,-0.03299123816794604,0.9747516872219782
RSC-SUB,4,3,30,7,0.09740193022570368,0.7381533149345885,0.4882760604446148
RSC-SUB,4,4,40,7,0.002044331067217926,0.018165603956654088,0.9860957482251785
RSC-SUB,4,5,50,7,-0.03989330511785665,-0.4191300716845045,0.6897121436830128
RSC-SUB,4,6,60,7,-0.02274996146435052,-0.2363946624630908,0.8209898358913388
RSC-SUB,4,7,70,7,0.011053826808127276,0.11216582278575236,0.9143503748217399
RSC-SUB,4,8,80,7,0.0011815704287499332,0.015121429490790206,0.9884255813484175
RSC-SUB,4,9,90,7,0.05733671776114556,0.8387036042936823,0.4337714142430239
RSC-SUB,4,10,100,7,0.07023590587324645,0.8843965511952319,0.4105182174421911
RSC-SUB,4,11,110,7,0.04117945371081953,0.4613460911091145,0.6608017735928068
RSC-SUB,4,12,120,7,0.042546460995999076,0.44544581191489946,0.6716191213669702
RSC-SUB,4,13,130,7,0.05132021705088217,0.5548605412285544,0.5990489297377768
RSC-SUB,4,14,140,7,0.026660513380877104,0.28412067379268124,0.7858682182219513
RSC-SUB,4,15,150,7,0.026857681508901214,0.276065730889927,0.791759920239775
RSC-SUB,4,16,160,7,0.025668618436688218,0.2688507894289899,0.7970500543099738
RSC-SUB,4,17,170,7,0.027704892250697,0.3018624307742417,0.7729464168208094
RSC-SUB,4,18,180,7,0.038877756292069875,0.43988901103525174,0.675420145721191
RSC-SUB,4,19,190,7,0.03584327256044634,0.40212544804766076,0.7015251572326923
RSC-SUB,4,20,200,7,0.02279803931314953,0.2897280418983356,0.7817758972392213
RSC-SUB,4,21,210,7,0.023261383613983715,0.3175883643895391,0.7615589481535251
RSC-SUB,4,22,220,7,0.023685280727118507,0.3156257519796715,0.7629766185236777
RSC-SUB,4,23,230,7,0.015129931484515302,0.20065205832850908,0.8475993739616055
RSC-SUB,4,24,240,7,0.010127569324032923,0.12943316322123738,0.9012449048812122
RSC-SUB,4,25,250,7,0.0016286833312577392,0.02129141419955627,0.9837035924836932
RSC-SUB,5,1,10,6,-0.18608810495724482,-0.6562913985654242,0.5406336005278836
RSC-SUB,5,2,20,7,0.17321937987723654,0.724879419482838,0.4958107596460378
RSC-SUB,5,3,30,7,0.12242088467476346,0.5850227254556105,0.5798518052603271
RSC-SUB,5,4,40,7,-0.017238716225778994,-0.11027634635186769,0.9157863153368014
RSC-SUB,5,5,50,7,-0.08526653971606082,-0.5962256340343118,0.5728153335150372
RSC-SUB,5,6,60,7,-0.030250768526971433,-0.20802385177994345,0.8420918489372979
RSC-SUB,5,7,70,7,0.00531668251194624,0.049112999147230434,0.9624233141598851
RSC-SUB,5,8,80,7,0.001954886817506599,0.023889869058719433,0.9817151574853863
RSC-SUB,5,9,90,7,-0.000470612325556119,-0.005234269783842876,0.9959933681737649
RSC-SUB,5,10,100,7,0.006535205519242225,0.06087737623568728,0.953434018705458
RSC-SUB,5,11,110,7,0.03323148877196828,0.30485419471205183,0.7707751359790775
RSC-SUB,5,12,120,7,-0.0037738366440165532,-0.0349988448181092,0.9732159693376473
RSC-SUB,5,13,130,7,0.00926430292150608,0.09559518239539568,0.9269549405259465
RSC-SUB,5,14,140,7,0.02144210525419313,0.20783907170345162,0.8422297815147106
RSC-SUB,5,15,150,7,-0.010688414041485248,-0.10518188590909641,0.9196596587949077
RSC-SUB,5,16,160,7,-0.014878179993711502,-0.14951657392090895,0.8860452196484448
RSC-SUB,5,17,170,7,-0.0006133941225385876,-0.006527457100487911,0.9950034978907087
RSC-SUB,5,18,180,7,0.01143643884176569,0.12299428365336222,0.9061281079806087
RSC-SUB,5,19,190,7,0.018574030901343772,0.21197191101895257,0.8391462212169064
RSC-SUB,5,20,200,7,-0.006607003579702286,-0.08126139103932255,0.9378769547652037
RSC-SUB,5,21,210,7,-0.008250901701141986,-0.0996505677601806,0.92386788118674
RSC-SUB,5,22,220,7,-0.010813315846753277,-0.12568826466147381,0.9040844497813049
RSC-SUB,5,23,230,7,0.0050957511746586425,0.05936364424023208,0.9545902884968045
RSC-SUB,5,24,240,7,0.0017081677489560545,0.022128789611946816,0.9830627866809267
RSC-SUB,5,25,250,7,-0.008683305341375859,-0.11332475092223569,0.9134698021143246
RSC-SUB,6,1,10,7,-0.3721241670876932,-1.6763265659807847,0.1446896021333323
RSC-SUB,6,2,20,7,-0.08294020787097788,-0.3996077238622966,0.7032821069693154
RSC-SUB,6,3,30,7,0.19133385043822362,1.9878008291888603,0.09400209924192043
RSC-SUB,6,4,40,7,0.10926685394116846,1.1823840731237714,0.2817817416892559
RSC-SUB,6,5,50,7,0.096149658300467,1.1308435307140743,0.3012874649705014
RSC-SUB,6,6,60,7,0.10069315232985086,1.3550383645091966,0.22419697869479274
RSC-SUB,6,7,70,7,0.09506888036951756,1.1443675931296868,0.2960616573594155
RSC-SUB,6,8,80,7,0.14061981086578282,2.2750058967146054,0.06323166809919972
RSC-SUB,6,9,90,7,0.09077981247809733,2.243168356995441,0.06605866039108232
RSC-SUB,6,10,100,7,0.06473083099735624,1.6430112145598978,0.15148662887778744
