family,metric,cell,contrast,n,med_delta,t_p,w_p
overlap,rho_resid,CA3,expert-intermediate,4,0.1958,0.43472,0.625
overlap,rho_resid,DG,expert-naive,4,0.0947,0.96936,1.0
overlap,rho_resid,DG,intermediate-naive,4,0.2436,0.82503,0.875
overlap,rho_resid,DG,expert-intermediate,4,-0.1264,0.71911,0.875
overlap,rho_resid,SUB,expert-naive,4,-0.1256,0.20497,0.25
overlap,rho_resid,SUB,intermediate-naive,4,-0.0576,0.70957,0.875
overlap,rho_resid,SUB,expert-intermediate,4,0.0231,0.58778,1.0
overlap,rho_resid,RSC,expert-naive,6,-0.3341,0.12424,0.15625
overlap,rho_resid,RSC,intermediate-naive,6,-0.3126,0.65977,0.84375
overlap,rho_resid,RSC,expert-intermediate,6,-0.1395,0.23464,0.3125
overlap,rho_resid,V1,expert-naive,6,0.0505,0.70439,0.5625
overlap,rho_resid,V1,intermediate-naive,6,0.2366,0.20347,0.21875
overlap,rho_resid,V1,expert-intermediate,6,-0.2345,0.32361,0.4375
overlap,jaccard_excess,CA1,expert-naive,11,-0.0081,0.39514,0.49609
overlap,jaccard_excess,CA1,intermediate-naive,11,-0.0595,0.01637,0.01953
overlap,jaccard_excess,CA1,expert-intermediate,11,0.0633,0.23331,0.32031
overlap,jaccard_excess,CA3,expert-naive,4,0.0,0.71173,
overlap,jaccard_excess,CA3,intermediate-naive,4,0.0,0.91413,
overlap,jaccard_excess,CA3,expert-intermediate,4,0.0,0.7162,
overlap,jaccard_excess,DG,expert-naive,4,-0.0778,0.35881,0.5
overlap,jaccard_excess,DG,intermediate-naive,4,-0.1414,0.37812,0.5
overlap,jaccard_excess,DG,expert-intermediate,4,-0.0495,0.59381,0.75
overlap,jaccard_excess,SUB,expert-naive,4,-0.1483,0.21448,0.25
overlap,jaccard_excess,SUB,intermediate-naive,4,-0.0114,0.59843,1.0
overlap,jaccard_excess,SUB,expert-intermediate,4,0.0,0.391,
overlap,jaccard_excess,RSC,expert-naive,6,-0.0543,0.37804,0.4375
overlap,jaccard_excess,RSC,intermediate-naive,6,-0.0998,0.61074,0.5625
overlap,jaccard_excess,RSC,expert-intermediate,6,0.0261,0.88521,0.5625
overlap,jaccard_excess,V1,expert-naive,6,-0.0258,0.11694,0.25
overlap,jaccard_excess,V1,intermediate-naive,6,-0.121,0.52037,0.625
overlap,jaccard_excess,V1,expert-intermediate,6,0.0,0.97055,1.0
