animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_x_conn,gini_y_conn,gini_x_sig,gini_y_sig,gini_pearson_x,gini_pearson_y,rot_x,rot_y,rot_x_cc1,rot_y_cc1,jac_x,jac_y,sh_x,sh_y,sh_x_cc1,sh_y_cc1
71,0,CA1-CA3,138.0,0.6587,0.1735,,12000,-0.0928,9,0.4487,0.0004,0,0.077,0.3265,0.1769,0.3891,0.1342,0.3961,0.2766,0.273,50.42,51.01,14.01,24.64,0.2,0.4167,65.65,67.46,16.89,37.98
71,0,CA1-CA3,143.0,0.6827,0.163,,12000,0.4665,8,0.3872,0.0377,0,0.1037,0.3631,0.2373,0.4152,0.1577,0.3923,0.26,0.2806,56.97,64.43,11.69,25.32,0.3333,0.36,81.88,84.04,16.65,35.98
71,0,CA1-CA3,148.0,0.7067,0.1074,,12000,0.4087,9,0.2327,-0.0118,0,0.1057,0.3256,0.2259,0.3368,0.1762,0.351,0.2529,0.2589,86.19,87.14,14.64,37.94,0.7143,0.3077,87.74,88.17,10.87,32.71
71,0,CA1-CA3,153.0,0.7308,0.1431,,12000,0.4465,10,0.302,0.0133,0,0.2384,0.3428,0.3007,0.3881,0.2404,0.3576,0.2862,0.2779,60.52,66.87,12.19,26.51,0.5,0.3077,70.8,74.58,17.87,38.25
71,0,CA1-CA3,158.0,0.7548,0.1202,,12000,0.6398,5,0.4396,0.02,0,0.1461,0.3749,0.3377,0.4096,0.2945,0.4179,0.2849,0.2852,43.49,52.23,14.51,26.61,0.7143,0.3077,58.26,82.73,24.59,35.22
71,0,CA1-CA3,163.0,0.7788,0.1288,,10000,0.1726,8,0.6079,0.0722,0,0.1843,0.4021,0.2714,0.4186,0.2686,0.4148,0.2432,0.2677,80.79,83.34,19.63,31.71,0.7143,0.4783,80.64,88.02,27.33,38.09
71,0,CA1-CA3,168.0,0.8029,0.0846,,12000,0.5009,5,0.2167,0.0464,0,0.1729,0.3967,0.275,0.4311,0.2658,0.415,0.2601,0.2884,68.36,64.75,19.54,27.9,0.7143,0.5455,75.3,83.38,23.77,41.27
71,0,CA1-CA3,173.0,0.8269,0.0848,,14000,0.4379,10,0.3069,0.0468,0,0.1389,0.3749,0.2566,0.3771,0.1907,0.3677,0.2557,0.28,76.86,78.58,14.3,32.08,0.5,0.4783,55.78,72.72,36.73,32.91
71,0,CA1-CA3,178.0,0.851,0.1263,,12000,-0.1576,4,0.192,0.0313,0,0.134,0.3293,0.2766,0.4106,0.2744,0.3851,0.2806,0.296,65.12,68.24,14.16,40.27,0.2,0.1333,79.82,77.19,16.32,36.4
71,0,CA1-CA3,183.0,0.875,0.1358,,8000,0.5797,10,0.829,0.0342,0,0.2198,0.3257,0.2801,0.3593,0.2685,0.3482,0.2505,0.2525,39.03,50.78,13.75,31.1,0.5,0.3077,57.71,71.63,29.18,44.21
71,0,CA1-CA3,188.0,0.899,0.181,,10000,0.4785,6,0.241,0.0168,0,0.1386,0.377,0.2916,0.4431,0.2767,0.4446,0.2759,0.2779,64.39,67.02,15.9,28.48,0.5,0.36,83.55,86.88,26.04,37.61
71,0,CA1-CA3,193.0,0.9231,0.1782,,8000,0.4835,12,0.3785,0.0426,0,0.157,0.4509,0.2776,0.4934,0.2406,0.4867,0.2534,0.262,48.25,60.17,16.07,36.61,0.3333,0.4783,81.57,76.97,16.28,27.93
71,0,CA1-CA3,198.0,0.9471,0.2372,,10000,0.503,7,0.2589,0.0543,0,0.1408,0.39,0.2439,0.4242,0.2147,0.4106,0.2319,0.2518,63.75,80.55,10.09,35.27,0.5,0.4167,63.47,79.86,24.4,44.07
71,0,CA1-DG,8.0,0.0337,0.1071,,16000,0.3677,11,0.2911,0.0156,0,0.2652,0.5454,0.2944,0.5214,0.3096,0.5402,0.2564,0.3031,nan,nan,nan,nan,,,79.99,85.48,36.93,43.99
71,0,CA1-DG,13.0,0.0577,0.1175,,14000,0.2145,8,0.3318,0.0673,0,0.2942,0.5402,0.3514,0.5409,0.2825,0.5358,0.301,0.3044,88.1,84.63,17.3,32.03,0.7143,0.55,45.5,52.27,54.51,46.03
71,0,CA1-DG,18.0,0.0817,0.1052,,16000,0.249,2,0.0517,0.0762,0,0.1726,0.495,0.4208,0.5166,0.5181,0.5673,0.2731,0.2756,89.02,86.16,21.86,25.93,0.5,0.55,71.33,86.32,25.44,33.63
71,0,CA1-DG,23.0,0.1058,0.1173,,14000,0.3921,14,0.3945,0.0533,0,0.2151,0.4927,0.2374,0.4689,0.2468,0.4903,0.2511,0.2557,75.98,83.13,28.84,35.05,0.5,0.4419,70.35,78.75,46.98,31.08
71,0,CA1-DG,28.0,0.1298,0.1241,,16000,0.2275,2,0.0487,0.0761,0,0.1932,0.4912,0.4689,0.5153,0.5375,0.5511,0.2861,0.2934,51.98,66.24,34.56,45.98,0.3333,0.4091,71.5,85.95,21.52,44.56
71,0,CA1-DG,33.0,0.1538,0.1319,,14000,0.2342,2,0.0471,0.0133,0,0.1541,0.4509,0.4332,0.4701,0.527,0.503,0.2378,0.2607,53.65,81.0,22.07,33.17,0.3333,0.3191,52.87,88.71,28.93,45.79
71,0,CA1-DG,38.0,0.1779,0.1197,,12000,0.2244,4,0.0706,0.0634,0,0.2155,0.4641,0.2611,0.4535,0.2999,0.4912,0.2455,0.2644,83.19,79.82,21.1,29.56,0.5,0.4419,86.99,85.69,26.28,38.47
71,0,CA1-DG,43.0,0.2019,0.1044,,12000,0.1601,3,0.066,0.0612,0,0.2252,0.4662,0.3389,0.4745,0.4264,0.4864,0.2319,0.2738,66.74,82.84,20.73,31.91,0.7143,0.4419,81.14,85.14,38.14,56.45
71,0,CA1-DG,48.0,0.226,0.1146,,14000,0.4352,12,0.5964,0.0585,0,0.1933,0.4487,0.2742,0.4238,0.2291,0.4446,0.2249,0.2732,53.42,68.8,23.29,31.73,0.5,0.3778,84.61,70.58,36.56,41.93
71,0,CA1-DG,53.0,0.25,0.1443,,14000,0.267,5,0.105,0.0099,0,0.1169,0.447,0.1839,0.4203,0.2193,0.4398,0.2243,0.2669,82.08,83.47,26.53,36.47,0.3333,0.2157,54.04,68.61,26.85,39.47
71,0,CA1-DG,58.0,0.274,0.1561,,12000,0.1888,3,0.06,0.0814,0,0.115,0.4263,0.2972,0.4073,0.3576,0.4398,0.204,0.252,37.33,57.75,31.83,41.7,0.5,0.4762,67.07,73.1,34.12,51.66
71,0,CA1-DG,63.0,0.2981,0.1682,,14000,0.1819,2,0.0262,0.0422,0,0.0986,0.4197,0.3431,0.4039,0.4646,0.4456,0.2136,0.2381,38.57,55.16,33.86,52.05,0.5,0.4091,61.46,72.42,41.43,54.98
71,0,CA1-DG,68.0,0.3221,0.1544,,12000,0.1496,7,0.1102,0.1114,0,0.1379,0.4229,0.1983,0.4037,0.204,0.4106,0.2098,0.2214,41.35,58.58,33.43,44.4,0.7143,0.3478,88.97,80.76,77.83,75.16
71,0,CA1-DG,73.0,0.3462,0.2076,,12000,0.1976,4,0.0686,0.0308,0,0.0983,0.4253,0.1881,0.4096,0.3008,0.4184,0.2197,0.2315,67.78,87.32,12.52,39.25,0.5,0.2653,70.27,88.17,31.74,52.03
71,0,CA1-DG,78.0,0.3702,0.2329,,12000,0.3646,2,0.081,0.0628,0,0.0846,0.3928,0.2778,0.3827,0.3723,0.4723,0.2193,0.2395,88.55,88.5,16.36,44.62,0.5,0.2917,84.18,84.23,31.13,53.38
71,0,CA1-DG,83.0,0.3942,0.2927,,10000,0.6484,12,0.6722,0.0877,0,0.0982,0.3859,0.1879,0.3698,0.1579,0.3771,0.217,0.245,73.74,73.59,14.96,40.04,0.2,0.3191,86.97,86.72,39.44,48.91
71,0,CA1-DG,88.0,0.4183,0.305,,10000,0.3157,6,0.1837,0.0931,0,0.1071,0.3963,0.2047,0.3948,0.2088,0.4084,0.2073,0.2405,89.51,72.33,34.35,49.54,0.2,0.4419,76.78,79.87,52.22,61.74
71,0,CA1-DG,93.0,0.4423,0.3096,,12000,0.2505,2,0.06,0.0659,0,0.0997,0.4005,0.2789,0.3498,0.4531,0.3947,0.2096,0.241,72.39,73.21,22.68,36.21,0.3333,0.24,74.22,86.63,44.12,40.64
71,0,CA1-DG,98.0,0.4663,0.3513,,10000,0.3617,10,0.2634,0.0952,0,0.1085,0.4003,0.1601,0.3909,0.1606,0.4074,0.1918,0.2275,82.95,89.37,21.54,38.67,0.7143,0.2157,67.26,89.99,43.16,49.91
71,0,CA1-DG,103.0,0.4904,0.3188,,14000,-0.0101,10,0.1824,0.0648,0,0.1328,0.4227,0.1844,0.4339,0.1703,0.4324,0.2127,0.2643,74.58,82.59,33.06,52.17,0.3333,0.24,50.4,72.87,28.7,34.11
71,0,CA1-DG,108.0,0.5144,0.2915,,12000,0.2292,2,0.0366,0.1011,0,0.0648,0.3913,0.2932,0.3831,0.4286,0.4429,0.2029,0.2298,61.88,77.91,22.18,38.04,0.3333,0.3191,77.82,84.28,82.99,83.76
71,0,CA1-DG,113.0,0.5385,0.1958,,10000,0.3511,13,0.3277,0.0758,0,0.0994,0.3886,0.1298,0.3752,0.1272,0.3911,0.198,0.2239,82.91,88.95,17.69,28.31,0.3333,0.55,84.01,74.52,38.47,59.26
71,0,CA1-DG,118.0,0.5625,0.1816,,12000,0.1959,1,0.0196,0.0514,0,0.1236,0.4139,0.3065,0.3491,0.5465,0.4457,0.1991,0.2219,56.86,68.84,33.98,53.84,0.5,0.2653,78.66,88.29,76.31,79.86
71,0,CA1-DG,123.0,0.5865,0.2011,,10000,0.2237,1,0.0257,0.0664,0,0.0974,0.4308,0.3488,0.4326,0.5753,0.5443,0.1905,0.2266,63.21,75.74,22.7,53.04,0.3333,0.3191,67.04,76.53,49.62,62.31
71,0,CA1-DG,128.0,0.6106,0.1961,,10000,0.2148,1,0.0236,0.0647,0,0.1159,0.4125,0.2763,0.3961,0.436,0.5255,0.2029,0.2433,38.51,65.02,22.28,48.31,0.5,0.3191,75.03,82.46,34.78,58.56
71,0,CA1-DG,133.0,0.6346,0.2135,,10000,0.1308,0,0.0,0.0446,0,0.1568,0.386,0.1934,0.407,nan,nan,0.161,0.2106,69.49,78.94,43.09,47.41,0.3333,0.3478,72.72,86.82,67.09,74.6
71,0,CA1-DG,138.0,0.6587,0.1735,,12000,0.3329,12,0.3108,0.0629,0,0.079,0.3969,0.1835,0.3589,0.1506,0.3879,0.1903,0.2087,67.27,89.57,45.67,59.09,0.3333,0.2917,89.62,86.4,40.64,67.63
71,0,CA1-DG,143.0,0.6827,0.163,,12000,-0.0013,10,0.267,0.0853,0,0.1046,0.369,0.1862,0.3759,0.1751,0.3789,0.2145,0.2326,49.2,52.79,42.47,64.8,0.5,0.3478,89.86,81.96,36.14,46.43
71,0,CA1-DG,148.0,0.7067,0.1074,,12000,0.2066,2,0.0402,0.0078,0,0.1076,0.4053,0.2761,0.3447,0.4495,0.4126,0.2238,0.2372,46.59,64.53,26.39,39.87,0.5,0.3191,86.2,89.67,42.44,53.53
71,0,CA1-DG,153.0,0.7308,0.1431,,12000,0.3834,11,0.4393,0.0811,0,0.2287,0.4282,0.3353,0.3917,0.2851,0.4145,0.2724,0.2982,78.61,72.21,62.03,50.02,0.5,0.4762,66.14,76.35,81.15,84.03
71,0,CA1-DG,158.0,0.7548,0.1202,,12000,0.2047,1,0.0214,0.121,0,0.1458,0.4162,0.3254,0.3859,0.5388,0.5146,0.1897,0.2224,80.51,87.44,76.0,56.52,0.7143,0.3778,73.89,81.53,47.03,64.47
71,0,CA1-DG,163.0,0.7788,0.1288,,10000,0.2619,1,0.0355,0.0874,0,0.1832,0.4197,0.2515,0.4106,0.4537,0.546,0.1954,0.2401,89.13,89.34,33.19,38.94,0.7143,0.4091,71.39,77.41,51.44,51.16
71,0,CA1-DG,168.0,0.8029,0.0846,,12000,0.3089,9,0.1971,0.0903,0,0.1718,0.4376,0.2417,0.4287,0.2396,0.4486,0.2225,0.2665,75.07,79.19,33.63,48.04,0.7143,0.4762,88.91,73.18,32.36,58.29
71,0,CA1-DG,173.0,0.8269,0.0848,,14000,0.218,9,0.1881,0.0694,0,0.1374,0.4515,0.2468,0.417,0.2354,0.4316,0.2361,0.2742,66.72,76.5,30.03,39.58,0.5,0.3191,83.27,88.67,83.05,76.83
71,0,CA1-DG,178.0,0.851,0.1263,,12000,0.2558,1,0.0338,0.0774,0,0.134,0.4471,0.2753,0.4309,0.5358,0.4952,0.1994,0.24,79.08,79.99,33.02,42.85,0.2,0.2917,67.15,89.54,27.84,51.81
71,0,CA1-DG,183.0,0.875,0.1358,,8000,0.2229,10,0.7686,0.0758,0,0.2157,0.4016,0.2645,0.4089,0.2606,0.3979,0.2068,0.2269,81.59,79.03,24.68,37.0,0.5,0.5122,76.07,89.1,76.39,81.6
71,0,CA1-DG,188.0,0.899,0.181,,10000,0.174,2,0.029,0.1134,0,0.1389,0.4422,0.2632,0.4437,0.4391,0.4919,0.1778,0.2162,83.08,71.66,27.65,48.54,0.3333,0.3191,80.19,89.36,59.67,65.48
71,0,CA1-DG,193.0,0.9231,0.1782,,8000,0.3462,4,0.1728,0.0843,0,0.1572,0.4439,0.2225,0.436,0.2806,0.4491,0.1872,0.2245,87.48,79.21,70.91,76.71,0.3333,0.4762,66.3,80.45,67.58,77.31
71,0,CA1-DG,198.0,0.9471,0.2372,,10000,-0.0256,8,0.1798,0.0855,0,0.1409,0.4499,0.1872,0.4906,0.196,0.4899,0.212,0.2558,68.69,77.7,44.84,45.9,0.5,0.4091,82.81,86.98,47.97,53.67
71,0,CA1-V1,8.0,0.0337,0.1071,,16000,-0.357,6,0.362,0.0254,4,0.2655,0.3333,0.3101,0.4137,0.3049,0.4096,0.1049,0.1436,nan,nan,nan,nan,,,85.92,87.91,54.58,71.11
71,0,CA1-V1,13.0,0.0577,0.1175,,14000,0.7462,9,0.8608,0.0864,4,0.2954,0.3164,0.293,0.3414,0.2863,0.3287,0.1247,0.1294,69.3,88.62,55.06,66.04,0.7143,0.28,64.02,80.32,48.9,86.0
71,0,CA1-V1,18.0,0.0817,0.1052,,16000,-0.1469,9,0.1687,0.0494,0,0.1725,0.296,0.1754,0.323,0.1804,0.3235,0.1387,0.1188,69.58,71.26,45.18,84.7,0.5,0.2308,84.91,83.96,87.2,73.55
71,0,CA1-V1,23.0,0.1058,0.1173,,14000,-0.4747,7,0.667,0.0499,0,0.2139,0.3106,0.2605,0.3487,0.2315,0.3395,0.1462,0.1652,81.76,87.66,16.06,30.8,0.5,0.3913,83.52,87.52,36.8,70.27
71,0,CA1-V1,28.0,0.1298,0.1241,,16000,-0.2287,13,0.8277,-0.0307,0,0.1963,0.2877,0.2649,0.321,0.2551,0.3079,0.1107,0.1235,84.15,89.37,40.01,58.49,0.3333,0.2308,73.8,81.45,71.99,78.26
71,0,CA1-V1,33.0,0.1538,0.1319,,14000,0.105,8,0.3168,0.036,0,0.1542,0.2983,0.2205,0.3282,0.2,0.3171,0.1184,0.1405,85.27,80.43,77.68,81.61,0.3333,0.28,86.88,77.73,78.58,69.04
71,0,CA1-V1,38.0,0.1779,0.1197,,12000,0.3007,8,0.2408,0.0168,0,0.2146,0.3396,0.2422,0.3711,0.2141,0.3813,0.0928,0.1126,88.16,75.94,87.63,72.8,0.5,0.1852,82.12,88.64,50.33,78.59
71,0,CA1-V1,43.0,0.2019,0.1044,,12000,-0.2709,6,0.256,0.0607,0,0.2255,0.314,0.2266,0.3723,0.2157,0.3609,0.122,0.1469,80.84,88.78,31.15,56.08,0.7143,0.28,89.4,78.37,88.5,87.58
71,0,CA1-V1,48.0,0.226,0.1146,,14000,0.0699,13,0.2249,-0.0154,-2,0.1944,0.2746,0.2091,0.3006,0.2158,0.2907,0.0999,0.0977,80.41,85.69,86.79,72.69,0.5,0.28,80.33,89.74,79.41,74.54
71,0,CA1-V1,53.0,0.25,0.1443,,14000,-0.0197,9,0.1659,0.0001,5,0.1172,0.2499,0.1353,0.273,0.147,0.2756,0.0699,0.1096,81.1,88.55,81.98,79.59,0.3333,0.2308,78.52,85.12,87.08,87.7
71,0,CA1-V1,58.0,0.274,0.1561,,12000,0.0062,0,0.0,-0.0054,4,0.1154,0.2561,0.2638,0.2975,nan,nan,0.0926,0.1123,86.14,89.25,71.95,84.06,0.5,0.28,83.7,88.57,71.52,85.36
71,0,CA1-V1,63.0,0.2981,0.1682,,14000,0.1808,8,0.1124,0.0432,4,0.0987,0.2404,0.1146,0.2794,0.1201,0.2818,0.0869,0.098,86.68,86.65,74.93,81.68,0.5,0.3333,85.84,88.63,88.57,86.99
71,0,CA1-V1,68.0,0.3221,0.1544,,12000,-0.0041,5,0.1778,-0.0162,0,0.1385,0.2209,0.2323,0.274,0.2806,0.2812,0.0807,0.1074,77.19,88.74,71.08,78.58,0.7143,0.1429,83.14,87.59,89.42,87.65
71,0,CA1-V1,73.0,0.3462,0.2076,,12000,0.2469,10,0.3602,-0.0301,0,0.0995,0.2444,0.1425,0.2735,0.1445,0.2641,0.0844,0.1361,85.74,86.89,89.78,84.22,0.5,0.1852,88.22,86.57,78.33,85.2
71,0,CA1-V1,78.0,0.3702,0.2329,,12000,0.026,9,0.2127,-0.0187,0,0.0853,0.2947,0.1336,0.3261,0.1295,0.3247,0.0818,0.1175,88.22,88.02,88.57,74.9,0.5,0.28,82.08,85.91,72.8,79.49
71,0,CA1-V1,83.0,0.3942,0.2927,,10000,0.4638,11,0.8339,-0.0085,0,0.098,0.2962,0.1674,0.3123,0.1368,0.3085,0.0828,0.11,81.65,89.24,74.07,77.88,0.2,0.28,79.48,89.55,71.87,71.49
71,0,CA1-V1,88.0,0.4183,0.305,,10000,0.2174,8,0.3116,0.0104,0,0.1081,0.2782,0.1632,0.3067,0.1306,0.3052,0.0874,0.0974,75.28,79.61,86.84,75.82,0.2,0.2308,79.72,89.63,81.64,89.08
71,0,CA1-V1,93.0,0.4423,0.3096,,12000,-0.0852,5,0.0816,-0.0247,0,0.0997,0.2865,0.2142,0.3457,0.2113,0.3462,0.1162,0.1055,85.16,87.8,81.97,75.15,0.3333,0.3333,81.81,86.34,60.32,63.46
71,0,CA1-V1,98.0,0.4663,0.3513,,10000,-0.0089,4,0.1799,-0.0345,0,0.1094,0.2584,0.1633,0.3473,0.1872,0.368,0.0958,0.1032,82.28,82.66,43.75,69.46,0.7143,0.3333,83.66,84.31,82.91,84.69
71,0,CA1-V1,103.0,0.4904,0.3188,,14000,-0.1235,5,0.1837,-0.0295,-4,0.1331,0.2512,0.1614,0.3153,0.1641,0.3271,0.0703,0.1106,88.49,84.16,75.19,89.37,0.3333,0.3333,84.24,88.94,71.38,89.71
71,0,CA1-V1,108.0,0.5144,0.2915,,12000,-0.0366,10,0.7359,0.027,0,0.0654,0.244,0.1198,0.2702,0.0984,0.2622,0.0942,0.1326,81.12,82.07,85.31,73.8,0.3333,0.3333,77.39,85.33,80.27,75.49
71,0,CA1-V1,113.0,0.5385,0.1958,,10000,-0.0975,9,0.4183,-0.0067,0,0.0994,0.2524,0.1865,0.3007,0.1841,0.2845,0.0988,0.1082,89.42,89.49,60.03,65.2,0.3333,0.28,81.42,89.2,73.62,83.13
71,0,CA1-V1,118.0,0.5625,0.1816,,12000,-0.1578,8,0.142,0.0161,0,0.1237,0.238,0.1864,0.2713,0.2046,0.2653,0.1053,0.1083,88.93,80.46,59.48,63.56,0.3333,0.1852,89.0,88.71,61.84,74.72
71,0,CA1-V1,123.0,0.5865,0.2011,,10000,-0.0999,7,0.1062,0.002,0,0.0977,0.2543,0.1676,0.2836,0.155,0.2817,0.0808,0.1184,78.52,78.42,82.65,87.16,0.3333,0.3333,88.57,87.42,84.39,73.29
71,0,CA1-V1,128.0,0.6106,0.1961,,10000,-0.0523,8,0.3961,0.0056,0,0.1187,0.2649,0.2122,0.3048,0.1918,0.3005,0.0825,0.1029,85.42,88.86,66.53,57.16,0.5,0.3913,87.21,83.16,83.08,68.62
71,0,CA1-V1,133.0,0.6346,0.2135,,10000,0.2017,3,0.058,0.0114,4,0.1576,0.2801,0.2132,0.3032,0.2751,0.3562,0.0715,0.0962,85.59,85.13,80.01,83.56,0.3333,0.1034,83.38,87.73,74.12,76.46
71,0,CA1-V1,138.0,0.6587,0.1735,,12000,-0.0234,6,0.1359,0.0192,0,0.0796,0.2405,0.1687,0.2793,0.1408,0.2617,0.0841,0.1216,86.2,82.12,61.75,74.77,0.3333,0.3333,79.99,88.3,70.3,89.25
71,0,CA1-V1,143.0,0.6827,0.163,,12000,-0.1427,7,0.1281,-0.0061,0,0.1054,0.2465,0.1569,0.2911,0.1773,0.3068,0.0991,0.1151,78.21,79.25,59.97,75.57,0.5,0.3333,77.38,85.13,86.61,86.15
71,0,CA1-V1,148.0,0.7067,0.1074,,12000,-0.1103,5,0.1021,-0.0128,0,0.1075,0.2652,0.2034,0.308,0.2123,0.3167,0.1112,0.1142,85.8,82.99,55.83,61.46,0.7143,0.3913,78.93,85.88,71.24,75.43
71,0,CA1-V1,153.0,0.7308,0.1431,,12000,0.146,6,0.0944,-0.0276,0,0.2384,0.2538,0.2519,0.2853,0.2675,0.2847,0.0876,0.0997,78.25,89.76,70.53,81.5,0.7143,0.3913,70.21,88.14,78.11,86.08
71,0,CA1-V1,158.0,0.7548,0.1202,,12000,0.168,4,0.0644,0.002,0,0.1463,0.2343,0.2633,0.3008,0.2896,0.3186,0.1176,0.1083,84.71,81.99,81.91,64.58,0.7143,0.3333,82.94,83.75,69.79,77.84
71,0,CA1-V1,163.0,0.7788,0.1288,,10000,0.435,10,0.7723,-0.0043,-3,0.1848,0.2648,0.2149,0.3093,0.2106,0.3024,0.0997,0.1288,69.61,82.15,70.24,55.83,0.7143,0.2308,89.42,87.97,77.59,87.92
71,0,CA1-V1,168.0,0.8029,0.0846,,12000,-0.0161,6,0.0855,0.0052,0,0.1728,0.3146,0.2512,0.3418,0.2908,0.3493,0.0772,0.1201,77.55,85.71,81.44,77.61,0.7143,0.3333,85.27,85.87,89.93,78.44
71,0,CA1-V1,173.0,0.8269,0.0848,,14000,0.0564,0,0.0,-0.0223,0,0.14,0.2589,0.2352,0.2825,nan,nan,0.1391,0.125,71.52,85.56,88.47,83.62,0.5,0.3913,88.87,82.37,57.35,61.49
71,0,CA1-V1,178.0,0.851,0.1263,,12000,0.1619,3,0.035,-0.0063,0,0.134,0.2803,0.2002,0.3061,0.2883,0.3578,0.0929,0.127,66.72,88.72,55.62,49.04,0.2,0.1852,73.49,79.88,74.02,77.45
71,0,CA1-V1,183.0,0.875,0.1358,,8000,0.2623,13,1.2639,-0.0036,0,0.2187,0.3369,0.2188,0.3669,0.1854,0.3437,0.1245,0.1189,81.74,88.06,50.03,44.72,0.5,0.2308,73.86,86.63,61.04,54.76
71,0,CA1-V1,188.0,0.899,0.181,,10000,0.0778,0,0.0,0.0131,0,0.1381,0.2898,0.2949,0.3309,nan,nan,0.0819,0.0986,84.51,80.35,79.36,78.32,0.5,0.28,84.03,83.84,66.78,64.46
71,0,CA1-V1,193.0,0.9231,0.1782,,8000,-0.1135,7,0.247,-0.0107,-4,0.156,0.2942,0.2505,0.3259,0.2717,0.3385,0.1364,0.1282,86.65,88.24,84.89,63.9,0.5,0.28,82.8,89.24,69.08,74.08
71,0,CA1-V1,198.0,0.9471,0.2372,,10000,0.1088,8,0.2588,0.0074,0,0.1402,0.2921,0.2095,0.3269,0.1953,0.3189,0.1015,0.122,89.41,88.15,51.22,75.12,0.5,0.28,76.61,86.36,80.37,75.77
71,0,CA3-DG,8.0,0.0337,0.1071,,16000,0.4788,15,0.5427,0.0191,0,0.3565,0.5455,0.3377,0.5192,0.3629,0.5463,0.2478,0.2698,nan,nan,nan,nan,,,38.92,49.62,35.31,33.02
71,0,CA3-DG,13.0,0.0577,0.1175,,14000,0.4195,12,0.539,-0.0417,0,0.3817,0.542,0.3859,0.5489,0.399,0.5457,0.2567,0.2645,47.75,46.78,32.81,24.44,0.36,0.55,44.44,46.45,33.06,28.26
71,0,CA3-DG,18.0,0.0817,0.1052,,16000,0.4003,4,0.2306,-0.028,0,0.365,0.4982,0.4556,0.5352,0.4458,0.5458,0.2617,0.3042,39.5,37.65,33.46,25.5,0.4167,0.55,46.76,52.37,72.47,70.21
71,0,CA3-DG,23.0,0.1058,0.1173,,14000,0.3217,10,0.3357,-0.0038,0,0.3708,0.4963,0.3673,0.4818,0.3751,0.4917,0.2557,0.2903,56.01,50.66,54.85,65.42,0.4783,0.4419,49.12,52.01,29.45,31.7
71,0,CA3-DG,28.0,0.1298,0.1241,,16000,0.4779,5,0.2772,0.0086,0,0.3336,0.4937,0.4307,0.4968,0.4032,0.5047,0.2712,0.3132,48.9,41.47,49.62,70.14,0.36,0.4762,58.84,51.27,30.85,33.25
71,0,CA3-DG,33.0,0.1538,0.1319,,14000,0.4302,4,0.2491,0.0325,0,0.3198,0.4537,0.3732,0.4919,0.3646,0.5052,0.2598,0.3029,54.96,52.47,38.88,38.62,0.4783,0.3478,60.25,51.72,31.65,28.81
71,0,CA3-DG,38.0,0.1779,0.1197,,12000,0.2864,4,0.244,-0.0113,0,0.342,0.4622,0.3442,0.4672,0.3674,0.4927,0.2856,0.3112,46.53,44.67,31.98,32.77,0.36,0.4091,43.37,46.49,50.12,51.03
71,0,CA3-DG,43.0,0.2019,0.1044,,12000,0.3651,5,0.2919,-0.0074,0,0.3336,0.4621,0.337,0.4479,0.3988,0.4716,0.2743,0.2953,39.43,35.95,57.52,65.88,0.4783,0.4419,53.23,50.62,47.23,46.32
71,0,CA3-DG,48.0,0.226,0.1146,,14000,0.5831,20,1.161,-0.0068,0,0.3217,0.4426,0.2989,0.4325,0.3196,0.4468,0.2667,0.2894,54.01,51.1,39.1,42.49,0.4167,0.2917,56.78,57.93,55.59,57.89
71,0,CA3-DG,53.0,0.25,0.1443,,14000,0.4565,6,0.2861,0.0104,0,0.3036,0.4417,0.3189,0.403,0.3291,0.4132,0.2754,0.2892,39.99,48.85,68.61,63.86,0.4167,0.2157,54.29,64.51,33.15,40.6
71,0,CA3-DG,58.0,0.274,0.1561,,12000,0.4853,3,0.2193,0.0024,0,0.3107,0.4234,0.3239,0.3954,0.3875,0.4426,0.249,0.2849,58.9,62.92,26.74,37.37,0.2593,0.4091,71.15,58.8,64.13,56.37
71,0,CA3-DG,63.0,0.2981,0.1682,,14000,0.4824,4,0.2791,0.0137,0,0.2967,0.4285,0.3834,0.4321,0.349,0.4265,0.2944,0.328,49.47,48.14,28.25,30.49,0.2593,0.4419,58.16,54.83,26.73,30.29
71,0,CA3-DG,68.0,0.3221,0.1544,,12000,0.3882,9,0.3487,-0.0175,0,0.3041,0.4198,0.3051,0.3688,0.302,0.3902,0.2831,0.2999,51.31,56.55,48.67,40.46,0.3077,0.3478,50.68,49.22,34.53,27.43
71,0,CA3-DG,73.0,0.3462,0.2076,,12000,0.5261,7,0.3714,0.0475,0,0.3504,0.4348,0.3493,0.3923,0.3551,0.3964,0.2737,0.2951,72.94,76.0,59.89,49.82,0.1724,0.2917,56.38,71.44,29.39,39.8
71,0,CA3-DG,78.0,0.3702,0.2329,,12000,0.4753,8,0.3661,0.0289,0,0.3461,0.3934,0.3332,0.3654,0.3549,0.3678,0.267,0.2903,43.2,47.13,26.78,27.18,0.3077,0.3191,42.31,58.77,22.0,26.72
71,0,CA3-DG,83.0,0.3942,0.2927,,10000,0.0237,9,0.7561,-0.0025,0,0.3102,0.3914,0.3716,0.3875,0.3504,0.4033,0.2632,0.2916,43.41,51.6,24.66,33.93,0.4783,0.3478,73.51,71.7,42.95,42.16
