animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
75,RSC,intermediate,CA1-RSC,RSC-SUB,178,0.9776042148761207,0.9988637197856387,0.3468303882829514,0.8367346938775511,0.6920401601154932
75,RSC,intermediate,CA1-RSC,V1-RSC,178,0.9499483460632889,0.9940228256139688,0.2601779647329267,0.6666666666666666,0.5219721329046088
75,RSC,intermediate,RSC-SUB,V1-RSC,178,0.9380450660649061,0.9951825123495995,0.006849388608671896,0.6071428571428571,0.4624483233807992
75,RSC,naive,CA1-RSC,RSC-SUB,178,0.9849902917785992,0.9991297177966325,0.7394680194916301,0.8367346938775511,0.6920401601154932
75,RSC,naive,CA1-RSC,V1-RSC,178,0.9786003974794989,0.9977147112801552,0.4987654629560656,0.8,0.6553054662379422
75,RSC,naive,RSC-SUB,V1-RSC,178,0.9734467893154316,0.9980402691704124,0.47721560831397924,0.8,0.6553054662379422
75,SUB,expert,CA1-SUB,RSC-SUB,38,0.3513513513513513,0.931502352554984,0.019206889357345255,0.1111111111111111,-0.040404040404040414
75,SUB,intermediate,CA1-SUB,RSC-SUB,38,0.5732574679943101,0.9964985228143123,0.17602261523010737,0.3333333333333333,0.1818181818181818
75,SUB,naive,CA1-SUB,RSC-SUB,38,0.4894408578619105,0.9980304190830506,0.1992300962658002,0.25,0.09848484848484848
75,V1,expert,CA1-V1,V1-RSC,57,0.492351568576614,0.9825641690432979,0.11962840617991068,0.2,0.04848484848484852
