animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
100,0,CA1-DG,4,4,2738,0.3829,0.0385,0,0.5269,0.6019
100,0,CA1-DG,7,7,2341,0.396,0.1387,0,0.5219,0.5893
100,0,CA1-DG,10,10,2786,0.374,0.0997,0,0.5159,0.6144
100,0,CA1-V1,1,1,3924,0.1754,0.0121,0,0.5227,0.4673
100,0,CA1-V1,2,2,2972,0.1886,-0.0508,0,0.5075,0.5165
100,0,CA1-V1,4,4,2738,0.1931,-0.0193,0,0.5054,0.4703
100,0,CA1-V1,7,7,2341,0.1948,0.0002,8,0.5468,0.5148
100,0,CA1-V1,10,10,2786,0.267,0.0213,0,0.5264,0.5073
100,0,CA1-SUB,1,1,3924,0.1088,-0.3879,0,0.5005,0.6013
100,0,CA1-SUB,2,2,2972,0.0965,-0.0865,0,0.4663,0.6309
100,0,CA1-SUB,4,4,2738,0.102,-0.6536,-1,0.5073,0.5566
100,0,CA1-SUB,7,7,2341,0.117,-0.6826,0,0.449,0.616
100,0,CA1-SUB,10,10,2786,0.1185,-0.4534,0,0.4708,0.6247
100,0,RSC-SUB,1,1,3924,0.129,-0.0446,0,0.531,0.4311
100,0,RSC-SUB,2,2,2972,0.0622,-0.0578,0,0.4632,0.4553
100,0,RSC-SUB,4,4,2738,0.0471,-0.19,-1,0.466,0.4879
100,0,RSC-SUB,7,7,2341,0.0701,-0.0744,6,0.449,0.4434
100,0,RSC-SUB,10,10,2786,0.1116,-0.1173,0,0.4755,0.4536
100,0,V1-RSC,1,1,3924,0.2314,0.0129,0,0.453,0.5603
100,0,V1-RSC,2,2,2972,0.305,0.0097,0,0.4762,0.5204
100,0,V1-RSC,4,4,2738,0.3104,0.0398,0,0.5119,0.4823
100,0,V1-RSC,7,7,2341,0.172,-0.0746,0,0.4537,0.4716
100,0,V1-RSC,10,10,2786,0.2294,0.1482,0,0.4971,0.4778
