animal,pair,dim,epoch,label,label_loo,ifi_fit,cc_heldout,peak_r,ifi,peak_lag_ms
36,CA1-V1,9,intermediate,FB,FB,-0.03379,0.02776,0.01919,-0.3320846187747907,-190.0
36,CA1-V1,9,naive,FB,FB,-0.03379,0.02776,0.01154,0.6155088852988692,-210.0
36,CA1-V1,10,expert,FB,FB,-0.08303,0.02412,0.02615,-0.3614086573734409,0.0
36,CA1-V1,10,intermediate,FB,FB,-0.08303,0.02412,0.01612,0.22223610243597744,-140.0
36,CA1-V1,10,naive,FB,FB,-0.08303,0.02412,0.02014,0.10025037556334494,90.0
41,CA1-CA3,1,expert,FF,FF,0.12132,0.47405,0.48029,0.14170484157677773,0.0
41,CA1-CA3,1,intermediate,FF,FF,0.12132,0.47405,0.49302,0.1508908720644193,0.0
41,CA1-CA3,1,naive,FF,FF,0.12132,0.47405,0.51421,0.1543548434001221,0.0
41,CA1-CA3,2,expert,FF,FF,0.14914,0.37508,0.40367,0.13879135537358162,0.0
41,CA1-CA3,2,intermediate,FF,FF,0.14914,0.37508,0.39704,0.16006871191289526,0.0
41,CA1-CA3,2,naive,FF,FF,0.14914,0.37508,0.30598,0.02155873902473323,0.0
41,CA1-CA3,3,expert,FF,FF,0.01619,0.2044,0.19005,-0.07247662998461703,0.0
41,CA1-CA3,3,intermediate,FF,FF,0.01619,0.2044,0.19655,0.07390391386033877,0.0
41,CA1-CA3,3,naive,FF,FF,0.01619,0.2044,0.12629,0.11792561792561797,0.0
41,CA1-CA3,4,expert,FB,FB,-0.1251,0.08426,0.07641,-0.3423341790503805,0.0
41,CA1-CA3,4,intermediate,FB,FB,-0.1251,0.08426,0.06797,-0.09145088368269635,0.0
41,CA1-CA3,4,naive,FB,FB,-0.1251,0.08426,0.07857,-0.061524541958832876,0.0
41,CA1-CA3,5,expert,FF,FF,0.22704,0.05134,0.03821,0.9244180567335784,0.0
41,CA1-CA3,5,intermediate,FF,FF,0.22704,0.05134,0.04344,0.3952749378281293,0.0
41,CA1-CA3,5,naive,FF,FF,0.22704,0.05134,0.02897,0.6847908745247148,0.0
41,CA1-CA3,6,expert,FF,FF,0.10593,0.04028,0.05018,0.26290252899538075,10.0
41,CA1-CA3,6,intermediate,FF,FF,0.10593,0.04028,0.04127,-0.27391796740361407,0.0
41,CA1-CA3,6,naive,FF,FF,0.10593,0.04028,0.03669,-0.29303004500669017,0.0
41,CA1-CA3,7,expert,FB,FB,-0.01272,0.03751,0.0347,0.1623442236443246,40.0
41,CA1-CA3,7,intermediate,FB,FB,-0.01272,0.03751,0.02654,0.18567375886524817,0.0
41,CA1-CA3,7,naive,FB,FB,-0.01272,0.03751,0.02882,0.3159437280187572,-130.0
41,CA1-CA3,8,expert,FF,FF,0.04088,0.035,0.04625,0.033089636533730676,-10.0
41,CA1-CA3,8,intermediate,FF,FF,0.04088,0.035,0.03794,-0.017448680351906182,-10.0
41,CA1-CA3,8,naive,FF,FF,0.04088,0.035,0.02179,0.08074897600936226,0.0
41,CA1-CA3,9,expert,FF,FF,0.00159,0.02209,0.02212,0.026239067055393604,-220.0
41,CA1-CA3,9,intermediate,FF,FB,0.00159,0.02209,0.03231,0.42785487376692866,0.0
