animal,area,epoch,n_units,n_partners,rho_pooled,rho_pooled_ratepart,rho_pooled_tune,rho_pooled_tune_ratepart,rho_pooled_tomrel,rho_pooled_tomrel_ratepart
75,RSC,naive,178,3,0.5066788492414271,0.3035190244868257,0.3939415423286391,0.04333960330735828,0.42126147251177026,0.1558265994306926
75,SUB,expert,38,2,0.39358791990370934,0.3576743643511849,0.2999234051865631,0.2472453861019819,0.3056133056133056,0.2575997949902074
75,SUB,intermediate,38,2,0.3655761024182077,0.33876190182624594,0.16839916839916838,0.11053582547110857,0.2476200897253529,0.21342545373658028
75,SUB,naive,38,2,0.31502352554984137,0.29732707430701394,0.06335485282853703,0.008568945360558251,0.1366670314038735,0.10702938891088114
75,V1,expert,57,2,0.5623541612652321,0.44115648835674776,0.33089542036910463,0.07045232513732931,0.5580762250453721,0.444401001898125
75,V1,intermediate,57,2,-0.04089966295047966,-0.2143990252049577,0.2622504537205082,0.089266990938541,-0.013546798029556651,-0.16696771180687564
75,V1,naive,57,2,0.20235934664246827,0.23708458628776666,-0.05036297640653358,-0.02387078787343389,0.16366346901737105,0.18763139705653956
77,CA1,expert,8,4,0.09523809523809526,0.07701401900075391,0.4285714285714286,0.5698965598420708,0.11904761904761905,0.0536210373004205
77,CA1,intermediate,8,4,-0.2380952380952381,-0.32053866727876,0.523809523809524,0.5187539148650262,0.4761904761904762,0.500016829741109
77,CA1,naive,8,4,-0.4285714285714286,-0.0019957893347020556,-0.7857142857142858,-0.5225676253624241,-0.30952380952380953,0.5873541428232499
77,DG,expert,5,1,-0.3,5.551115123125783e-17,-0.19999999999999998,0.6622661785325219,-0.3,5.551115123125783e-17
77,DG,intermediate,5,1,-0.09999999999999999,-0.17407765595569794,-0.6,-0.39735970711951313,-0.39999999999999997,-0.1443375672974066
77,DG,naive,5,1,-0.49999999999999994,0.30618621784789707,-0.49999999999999994,0.30618621784789707,-0.49999999999999994,0.30618621784789707
77,RSC,expert,203,3,0.4189349733743345,0.2995512718696053,0.4295537388434712,0.23200082052302065,0.4038746859760603,0.26454585043928897
77,RSC,intermediate,203,3,0.5792775895070551,0.48156878870626113,0.4944198604965125,0.3244199367773521,0.5217270930222551,0.3943186488021548
77,RSC,naive,203,3,0.5017314539335707,0.27651667444141514,0.5318117334121472,0.23905607089735736,0.531011243691741,0.2949500831867049
77,SUB,expert,6,2,-0.49999999999999994,-0.48479484492583746,-0.39999999999999997,-0.5151221963699321,0.3142857142857143,0.01412122144366705
77,SUB,intermediate,6,2,0.3714285714285715,-0.5017670301100366,0.19999999999999998,0.180421959121758,0.3714285714285715,-0.5017670301100366
77,SUB,naive,6,2,0.4285714285714286,0.2533201985524495,-0.6,-0.7499999999999999,0.7142857142857143,0.6718710131470251
77,V1,expert,12,2,-0.44055944055944063,-0.576513243880591,-0.04195804195804196,-0.4840847980058925,-0.3216783216783217,-0.4226431145246651
77,V1,intermediate,12,2,0.6643356643356644,0.6460754206464205,0.5944055944055945,0.7350039747592373,0.6293706293706295,0.6038011783623023
77,V1,naive,12,2,0.09090909090909093,0.20505014374791933,0.02097902097902098,0.33197141196171265,0.07692307692307693,0.18914012174251915
