animal,pair,epoch,dim,peak_cc,sig,ifi,lag
28,CA3-DG,intermediate,10,-0.1602,0,-0.0226,-2
28,CA3-DG,intermediate,11,0.166,1,0.0056,6
28,CA3-DG,intermediate,12,0.1374,1,0.0669,8
28,CA3-DG,intermediate,13,0.1233,1,-0.2501,-1
28,CA3-DG,expert,1,0.5114,1,0.0371,0
28,CA3-DG,expert,2,0.1654,1,0.0237,0
28,CA3-DG,expert,3,0.0591,0,0.0623,0
28,CA3-DG,expert,4,0.0495,0,-0.0745,0
28,CA3-DG,expert,5,0.0053,0,-0.0246,0
28,CA3-DG,expert,6,0.0286,0,-0.0478,0
28,CA3-DG,expert,7,0.0291,0,-0.015,0
28,CA3-DG,expert,8,-0.0053,0,0.0085,1
28,CA3-DG,expert,9,0.0133,0,-0.0097,0
28,CA3-DG,expert,10,-0.0023,0,-0.0364,0
28,CA3-DG,expert,11,0.0069,0,-0.0375,0
28,CA3-DG,expert,12,-0.0075,0,-0.0487,0
28,CA3-DG,expert,13,0.0027,0,0.019,-7
34,CA1-CA3,naive,1,0.4617,1,-0.0093,0
34,CA1-CA3,naive,2,0.2457,1,0.0212,2
34,CA1-CA3,naive,3,0.0822,1,0.0342,3
34,CA1-CA3,naive,4,0.0668,0,0.0179,0
34,CA1-CA3,naive,5,0.0236,0,0.0213,0
34,CA1-CA3,naive,6,0.0114,0,0.0177,1
34,CA1-CA3,naive,7,0.0143,0,0.0285,1
34,CA1-CA3,naive,8,0.0203,0,0.0156,-1
34,CA1-CA3,naive,9,0.0044,0,-0.0063,1
34,CA1-CA3,naive,10,0.0075,0,0.0052,3
34,CA1-CA3,naive,11,-0.0055,0,0.0313,2
34,CA1-CA3,naive,12,-0.0008,0,0.0718,3
34,CA1-CA3,naive,13,0.0115,0,0.0633,4
34,CA1-CA3,intermediate,1,0.4686,1,0.0404,0
34,CA1-CA3,intermediate,2,0.3352,1,-0.0323,0
34,CA1-CA3,intermediate,3,0.0958,1,0.0434,3
34,CA1-CA3,intermediate,4,0.0716,1,-0.0185,-1
34,CA1-CA3,intermediate,5,0.0394,0,-0.019,-3
34,CA1-CA3,intermediate,6,0.0079,0,0.0084,-1
34,CA1-CA3,intermediate,7,0.0288,0,0.0076,-1
34,CA1-CA3,intermediate,8,0.0132,0,-0.008,-1
34,CA1-CA3,intermediate,9,0.0239,0,0.0171,1
34,CA1-CA3,intermediate,10,0.0111,0,0.0485,1
34,CA1-CA3,intermediate,11,-0.0012,0,0.028,0
34,CA1-CA3,intermediate,12,0.0096,0,0.0371,0
34,CA1-CA3,intermediate,13,0.0186,0,0.0614,0
34,CA1-CA3,expert,1,0.5051,1,0.0282,0
34,CA1-CA3,expert,2,0.3969,1,-0.027,0
34,CA1-CA3,expert,3,0.2008,1,0.0537,3
34,CA1-CA3,expert,4,0.058,0,0.0201,0
34,CA1-CA3,expert,5,-0.0774,0,-0.0008,-3
34,CA1-CA3,expert,6,0.1067,1,0.0341,0
34,CA1-CA3,expert,7,0.0331,0,-0.0074,0
34,CA1-CA3,expert,8,0.0,0,0.0126,-1
34,CA1-CA3,expert,9,0.1412,1,0.0336,2
34,CA1-CA3,expert,10,0.0548,0,0.0445,3
34,CA1-CA3,expert,11,0.1404,1,0.0874,3
34,CA1-CA3,expert,12,-0.0765,0,0.0012,3
34,CA1-CA3,expert,13,0.0109,0,-0.019,0
34,CA1-V1,naive,1,0.1663,1,0.0209,3
34,CA1-V1,naive,2,0.0851,0,0.0029,-5
34,CA1-V1,naive,3,0.0429,0,0.0109,3
34,CA1-V1,naive,4,0.0785,0,-0.0142,0
34,CA1-V1,naive,5,-0.0005,0,0.0035,-1
34,CA1-V1,naive,6,0.0513,0,-0.017,0
34,CA1-V1,naive,7,-0.004,0,-0.0257,-4
34,CA1-V1,naive,8,0.0557,0,-0.0219,0
34,CA1-V1,naive,9,0.0664,0,-0.0299,3
34,CA1-V1,naive,10,0.0113,0,-0.0076,2
34,CA1-V1,naive,11,-0.0385,0,-0.0102,0
34,CA1-V1,naive,12,0.0185,0,-0.027,-5
34,CA1-V1,naive,13,0.0265,0,-0.0128,-3
34,CA1-V1,naive,14,0.0694,0,0.0195,0
34,CA1-V1,naive,15,-0.0077,0,-0.0004,2
34,CA1-V1,naive,16,0.0052,0,0.0334,2
34,CA1-V1,naive,17,-0.0092,0,0.0657,2
34,CA1-V1,naive,18,-0.0487,0,0.1044,2
34,CA1-V1,naive,19,-0.0035,0,0.1184,7
34,CA1-V1,naive,20,0.0085,0,0.2381,2
34,CA1-V1,intermediate,1,0.235,1,-0.0029,-7
34,CA1-V1,intermediate,2,0.1137,0,-0.056,-7
34,CA1-V1,intermediate,3,0.0982,0,-0.0812,-6
34,CA1-V1,intermediate,4,0.0409,0,-0.0869,-4
34,CA1-V1,intermediate,5,0.0445,0,-0.0458,-8
34,CA1-V1,intermediate,6,0.0431,0,-0.0286,-8
34,CA1-V1,intermediate,7,0.0254,0,-0.0833,-4
34,CA1-V1,intermediate,8,0.0356,0,-0.0132,3
34,CA1-V1,intermediate,9,0.0046,0,-0.037,-6
34,CA1-V1,intermediate,10,0.0141,0,-0.0534,-6
34,CA1-V1,intermediate,11,-0.0021,0,-0.0425,-6
34,CA1-V1,intermediate,12,0.0081,0,-0.0564,-5
34,CA1-V1,intermediate,13,0.0174,0,-0.016,2
